term,example
대포병 레이더,"제2차 세계대전 이후 다양한 대포병 레이더가 개발되었지만, 아날로그 방식으로 적의 포탄을 탐지하더라도 처리하는 방식이 매우 느렸고, 다수의 포탄 비행 궤적을 추적하는 데는 한계가 있었다."
대포병 레이더,"이전의 대포병 레이더들과 달리, 수동형 주사 방식의 레이더를 채용해 동시에 다수의 포탄 비행 궤적을 추적할 수 있었다."
대포병 레이더,"하지만 1980년대 미국이AN/TPQ-36/37 파이어 파인더(FireFinder) 레이더를 개발하면서, 대포병 레이더는 새로운 전기를 맞게 된다."
대함미사일,"중국, 러시아, 일본, 대만 등 주변국이나 인접국이 모두 초음속 대함미사일을 개발했거나 개발 중이기 때문에 개발이 더욱 필요해졌다는 입장이다."
대함미사일,대함미사일로는 사정거리 150km의 국산 대함 미사일인 해성을 장착한다.
대함미사일,이로써 스틱스는 함정을 잡는 세계 최초의 실용 대함미사일로 한동안 대함미사일의 대명사가 됐다.
대함미사일,대만도 슁펭-Ⅲ라 불리는 초음속 대함미사일을 개발했는데 마하 2의 속도로 비행하고 사정거리도 300km에 달한다.
대함미사일,국산무기 개발을 총괄하고 있는 국방과학연구소(ADD)에서는 해성을 발전시킨 국산 초음속 대함미사일도 2000년 이후 개발중인 것으로 알려져 있다.
대함미사일,"1967년, 이집트 해군이 발사한 구소련제스틱스(Styx) 함대함미사일에, 이스라엘 해군의 에일라트(Eilat) 구축함이 격침당하는 사건이 발생한다."
대함미사일,여담으로 서방에서 가장 많은 함대함미사일을 장착한 전투함이 한국 해군의 세종대왕 급 구축함이다.
대함미사일,자체 추진기관이 없어 엄밀하게 미사일로는 보기 힘들지만 미사일처럼 연합국 선박을 공격했던 ‘프리츠-X(Fritz X)’도 대함미사일의 원조로 꼽힌다.
대함미사일,사실 이 정도면 당시까지 등장한 여타 대함미사일들과 비교하여 파괴력이나 사거리가 특별히 좋은 편은 아니었다.
대함미사일,"2,000년 이후 대대적인 현대화 개장을 실시한H-6은 장거리 순항미사일이나 대함미사일을 운용하는 플랫폼으로 사용하고 있다."
대함미사일,"울산함은 공여 받은 구형의 미제 구축함과 달리, 최신의 사격통제장치와 자동화 된 함포 그리고 먼 거리의 적 함정을 공격할 수 있는 대함미사일을 장착하고 있었다."
대함미사일,또한 구매국의 요구에 따라 대함미사일이나 어뢰 같은 무장도 장착할 수 있다.
대함미사일,사실 슈페 에탕다르는 성능이 월등히 뛰어나서 인기를 끈 것은 아니었고 여기서 발사된엑조세(Exocet) 대함미사일이 구축함 셰필드(HMSSheffield(D80))를 격침하면서 얼떨결에 유명세를 타게 되었다.
대함미사일,특히 소련 해군은 장거리 대함미사일을 장착한 다목적 해상초계기로 애용하기도 했다.
대함미사일,"현대에 들어와대함미사일을 비롯한 다양한 공격 방법이 일반화되면서 뇌격기는 더 이상 사용하지 않는 작전기가 되었지만, 제2차 대전 당시만 해도 해전의 당당한 주역 중 하나였다."
대함미사일,"또한전자전장비와대유도탄기만체계를 탑재함으로써, 적대함미사일공격에 대한 방어능력도 갖추고 있다."
대함미사일,"또한 7,500여 발이 생산되어 현존하는 대함미사일 가운데, 가장 많이 생산된 대함미사일중 하나로 알려져 있다."
대함미사일,"반면 소련해군은 수적열세를 만회하기 위해, 원거리에서 미 해군에 치명타를 줄 수 있는 대함미사일 개발에 몰두했다."
대함미사일,"미 해군이 대함미사일 개발을 등한시 한 가운데, 1959년 소련해군은사정거리가 450㎞에 달하는SS-N-3 섀독(Shaddock) 대함미사일을디젤 전기 추진 체계잠수함에 장착하기 시작했다."
대함미사일,오늘날과 달리 대함미사일을 발사하기 위해서는 물 밖으로 부상해야만 했다.
대함미사일,"이에 대응하기 위해, 1965년 미 해군은 40여㎞ 떨어진 대함미사일을 장착한 잠수함이나 수상함을 공격하기 위한 신형 공대함 미사일 개발에 나선다."
대함미사일,"유도탄고속함, 초계함, 호위함, 차기 호위함 등이 공중과 해상의 표적을 향해 정교한 함포사격을 퍼부었고, 링스 해상작전헬기는 표적인 폐고속정에 대함미사일인 시스쿠아(SeaSkua) 미사일 2발을 발사해 정확하게 명중시켰다."
대함미사일,"제3차 중동전쟁이 한창이던 1967년 10월 21일, 이집트 해군의 코마(Komar)급 고속정에서 발사한스틱스(Styx) 함대함미사일이 이스라엘 해군의 에일라트(Eilat) 구축함에 날아든다."
대함미사일,"7 / 실용상승한도 55,000피트 / 최대항속거리 1,100㎞ / 무장 20㎜ M61A1 기관포 1문, 톈첸 1, 2 공대공미사일, 슝펑 공대함미사일, 완첸 공대지미사일기관총은 제1차 대전을 거치며 진가를 드러내기 시작하였다."
대함미사일,그 중에서도 엑조세(Exocet) 대함미사일은 세계 무기 시장에서 신드롬을 불러올 정도였다.
대함미사일,대함미사일은 해전의 패러다임을 획기적으로 바꾼 무기다.
대함미사일,"그런 점에서 볼 때 보이지도 않는 먼 거리에서, 그것도 극히 작은 플랫폼에서도 목표물을 정확히 타격할 수 있는 대함미사일은 가히 획기적인 공격 수단임에 틀림없다."
대함미사일,"1967년 10월 21일, 만재배수량 80톤에 불과한 이집트 해군의 코마(Komar) 급 고속정에서 발사한 4발의 스틱스(Styx) 대함미사일에 의해 2,500톤이 넘는 이스라엘 해군의 에일라트(Eilat) 구축함이 격침 당한 사건은 엄청난 쇼크를 불러왔다."
대함미사일,항공모함으로 인해 절정기에서 내려오기 시작한 거함거포시대는 대함미사일의 등장으로 완전히 종언을 고해야 했다.
대함미사일,역사이래 그 어떤 종류의 무기보다 값비싼 주력함을 쉽게 무력화시킬 수 있는 대함미사일은 이런 측면에서 볼 때 가장 효과적인 무기라 할 수 있다.
대함미사일,"스틱스 쇼크가 있었던 바로 그 해 프랑스의 노르 아비아시옹(NordAviation,1970년 아에로스파시알로 합병, 현MBDA)은 새로운 대함미사일의 개발에 착수하였다."
대함미사일,프랑스가 처음 구상한 대함미사일은 소형 고속정에서도 충분히 운용할 수 있을 정도의 크기를 목표로 하였다.
대함미사일,포클랜드 전쟁에서 엑조세는 엄청난 충격을 주었고 이제 바다에서의 싸움은 대함미사일에 의해 결정됨을 확실히 각인시켰다.
대함미사일,"사실 실제 성능에 비해 위력이 너무 과대평가되었고 대함미사일의 공격에 대처하는 영국의 준비가 부족하였기에 그런 전과가 나왔다는 주장도 있지만, 어쨌든 당시 세계에 불어 닥친 프랑스 무기에 대한 관심은 그야말로 대단하였다."
대함미사일,소련의 대함미사일이 실전에서 가공할만한 위력을 선보였기 때문이다.
대함미사일,1970년대 들어 주한 미 7사단의 철수와 동남아 공산화로 인하여 위기를 느낀 당시 정부는 북한 해군을 제압할 신형 대함미사일의 도입에 관심을 가졌다.
대함미사일,이에 따라 수중발사가 가능한 대함미사일들이 개발되고 이를 발사하는 파파(P)급이나 찰리(C)급 등이 등장했지만 본격적인SSGN으로서는 한계가 있었다.
대함미사일,SLAM-ER 미사일은 하푼 대함미사일을 공대지 미사일로 개조한 것으로 최대 278km 떨어진 목표물을 3m의 정확도로 족집게처럼 정확히 공격할 수 있다.
대함미사일,"특히 이날 훈련에서는 2,500톤급 호위함 강원함이 해성-Ⅰ 국산대함미사일을, 공중의P-3 해상초계기와 지상의 유도탄기지대에서는 하푼(Harpoon) 대함미사일을 각각 발사하였다."
대함미사일,당시F-16 전투기에는 장착되지 못했던하푼대함미사일의 운용이 가능했고메버릭공대지 미사일도 사용할 수 있었다.
대함미사일,1990년에 90식 대함미사일을 개발했던 일본도XASM-3라는 신형 초음속 대함미사일을 개발 중인데 항공기에서 발사되는 공대함 미사일이다.
대함미사일,"050km/ 항속거리 7,200km/ 작전고도 12,800m / 무장 9,000kg폭장 또는KSR-5 대함미사일 2기 외, 23mmAM-23 기관포 6문전차상륙함은 전차와 장갑차 그리고 군용차량 및 병력 등을 수송하여,상륙작전을 위해 사용되는 특별한 군용함정을 뜻한다."
대함미사일,"SS-N-26 대함미사일,S-400 대공미사일을 비롯한 다양한 종류의 최신예 미사일과 어뢰를 배치하고 이를 통제하기 위하여 이지스(Aegis)에 버금가는 최첨단 화력통제시스템을 장착하는 것이 핵심인데, 이렇게 개수한 3척의 순양전함들은 세계 최강의 전투함의 명성을 계속 유지하며 2030~2040년까지 활약할 것이라 한다."
대함미사일,이렇게 탄생된 하푼 대함미사일은 1972년 10월 17일 첫 시험발사에 성공한다.
대함미사일,"1977년부터 생산이 시작된 하푼 대함미사일은, 1979년 미 해군의P-3C 해상초계기에 공대함 미사일로 사용되기 시작하였다."
대함미사일,소형터보제트엔진을 장착한 하푼 대함 미사일은 경쟁자라고 할 수 있는MM38액조세 대함미사일에 비해 사정거리가 2배 이상 길었다.
대함미사일,"또한 적의 레이더를 피해 씨 스키밍(Sea-skimming) 비행을 하는 하푼 대함미사일은, 적 함정을 공격하는 순간 갑자기 튀어올라 적함에 돌입하는 특수한 기능을 가지고 있었다."
대함미사일,"이러한 특수한 기능을 가진 하푼 대함미사일은, 적함에 치명적인 피해를 줄 수 있었다."
대함미사일,하푼 대함미사일은 지난 1986년 3월시드라만사태 당시 처음으로 실전에서 사용된다.
대함미사일,"한국 해군의 경우 미국제 하푼과 프랑스제 엑조세 미사일을 도입해 구축함, 호위함, 고속함 등에 탑재해 사용해왔으며 2003년 이후 국산 대함미사일해성을 배치하고 있다."
대함미사일,"지난 1990년 일어난걸프전쟁에서도 맹위를 떨친 하푼 대함미사일은, 지난 40여 년간 10여 차례의 성능 개량이 실시되었으며, 사정거리가 늘어나고대전자대책이 강화되었다."
대함미사일,최신형 하푼 블럭 Ⅱ 대함미사일의 경우 1발당 가격이 한화로 약 14억 원 정도로 알려져 있다.
대함미사일,우리 해군은 지난 1977년 하푼 대함미사일을 최초로 도입했다.
대함미사일,당시 미 해군 역시 하푼 대함미사일을 막 도입한 상황에서 최초의 해외 도입국이 된 것이다.
대함미사일,어렵게 도입된 하푼 대함미사일은 백구급 유도탄 고속정에 장착되었다.
대함미사일,"대표적으로AIM-9같은 단거리 공대공미사일 톈첸(天劍)-1,AIM-120과 유사한 중거리 공대공미사일 톈첸-2, 대만 판 하푼이라 할 수 있는 공대함미사일 슝펑(雄風),AGM-154JSOW와 비교되는 공대지미사일 완첸(萬劍) 등이 그러하다."
대함미사일,엑조세는 서방측의 표준 대함미사일이라 할 수 있는 하푼(Harpoon)과 비교하여 2년 정도 개발이 늦었고 사거리나 파괴력도 뒤지지만 이처럼 히트작이 될 수 있었던 것은 순전히 처음 언급한 것처럼 포클랜드 전쟁 때문이었다.
대함미사일,덕분에 엑조세는 하푼과 더불어 서방 대함미사일의 양대 축으로 당당히 자리를 공고히 하였고 2010년대 들어 사거리가 180km가 넘는MM40 블록3까지 등장하며 변신을 계속하고 있다.
대함미사일,"우선 레이더와 각종 전자장비들이 현대화되었고, 토마호크 순항미사일과 하푼 대함미사일이 탑재되었다."
대함미사일,"하푼 대함미사일, 어뢰(MK-44, MK-46, 국산어뢰 청상어) 등으로 함정이나 잠수함에 대해 공격까지 할 수 있다."
대함미사일,"어뢰 4발을 장착하면 15시간, 하푼 대함미사일 2발을 장착하면 14시간을 계속 비행하며 체공할 수 있다."
대함미사일,1977년 대함미사일로 유명한하푼(Harpoon)미사일이 미해군에 배치되게 된다.
대함미사일,지난 2001년 등장한 하푼 블럭(Block) Ⅱ 대함미사일은 사정거리가 278㎞로 대폭 늘어났다.
대함미사일,"공중과 지상에서 발사된 하푼 대함미사일은, 해성-Ⅰ과 함께 정확하게 해상표적을 타격하였다."
대함미사일,하푼 대함미사일은 미국이 개발한 대함미사일로 우리나라를 포함하여 30여개 국가에서 사용되고 있다.
대함미사일,키로프급은 함마다 조금씩 차이가나지만 초도함 기준으로 본다면 20기나 장착된 초음속SS-N-19 대함미사일이 제일 먼저 그 힘을 상징한다.
대함미사일,초음속 대함미사일에 핵탄두를 장착하여 잠수함에서 공격하면 아무리 강력한 미국의 항모전단이라도 쓰러뜨릴 수 있다고 생각하기 때문이다.
대함미사일,또한 토마호크는 사정거리 400km가 넘어 비핵의 통상탄두만으로도 장거리 대함미사일이나 지상공격용으로도 활용될 수 있었다.
대함미사일,미국이 경쟁국을 압도하는 분야가 해군 전력이고 그 핵심은 항공모함 전단인데 소련은 이에 대비해 백파이어에Kh-22 대함미사일을 탑재해 해군에 배치했다.
대함미사일,"해성은 최대 사거리가 150km에 달하는 최신형 미사일로, 북한 미사일 고속정에 탑재된 구형 스틱스 대함미사일(사거리 40여km)에 비해 4배 가까운 사정거리를 갖고 있다."
대함미사일,보통 8기 정도의 함대함미사일을 장착하는 서방 전투함과 비교하면 그 위용을 쉽게 짐작할 수 있을 정도다.
대형 수송기,"결국 1964년 미 육군의 강력한 지원아래, 미 공군은 기존의C-141 수송기 보다 더 큰 대형 수송기를 획득하기 위한 계획을 발표한다."
대형 수송기,대형 수송기로 불리는 이들 항공기들은 지난 1990년대 초부터 본격적으로 등장하게 된다.
대형 수송기,"현재 미 공군이 운용중인C-17 수송기가, 가장 대표적인 대형 수송기로 손 꼽힌다."
대형 수송기,"이 때문에 공군에서는 현재 운용중인C-130 수송기보다, 항속거리와 탑재량이 큰 대형 수송기의 도입을 원하고 있다."
대형 수송기,"최근의 공중급유기는 단순히 공중급유뿐만 아니라, 병력과 화물 수송을 병행할 수 있는 대형 수송기 역할을 포함하는 다목적 항공기로 개발 운영되고 있다."
대형 수송기,이밖에 유럽이 공동 개발한 A400M 수송기도 대형 수송기에 속한다.
데그챠레프 경기관총,그중 하나가 데그챠레프 경기관총(DegtyaryovMachinegun-이하DP)이다.
데그챠레프 경기관총,"소련식대로 개발자의 이름을 붙여 데그챠레프 경기관총 혹은 줄여서DP라고 명명 하였는데, 소련제 총기의 일반적인 특징이라 할 수 있는 단순한 구조여서 생산 및 유지보수가 편리하고 내구성이 좋았다."
델타급 전략핵잠,"지난 2010년을 기준으로 총 10척의 델타급 전략핵잠수함이 러시아 해군에서 운용되고 있으며, 4척의 델타-Ⅲ급은 태평양 함대에, 6척의 델타-IV급은 북해 함대에서 배치되었다."
델타급 전략핵잠,"83 / 항속거리 3,000km/ 작전고도 20,600m / 무장GSh-6-23 23mm기관포 1문,R-33,R-37,R-40,R-73,R-77 4기 장착 가능델타급 전략핵잠수함은 러시아전략핵전력중 하나로, 과거 소련시절 40여 척이 건조되었다."
델타급 전략핵잠,"델타급 전략핵잠수함은 사정거리가 7,700㎞에 달하는R-29 미사일을 장착했다."
독도함,"아무리 수직이착륙기를 이용하지만 독도함보다 작은 만재 배수량 11,486톤 크기로는 최대 10기 정도의 함재기 운용도 버거워 항공모함으로써 원활히 임무를 수행하는데 부족한 점이 많았던 것이다."
독도함,"국내에서 건조된 강습상륙함인 독도함은 각종 헬기 7대를 비롯, 전차 6대, 상륙돌격장갑차 7대, 트럭 10대, 야포 3문, 고속상륙정 2척, 상륙병력 700명을 태울 수 있다."
독도함,"독도함은 헬기 7대를 비롯, 전차 6대, 상륙돌격장갑차 7대, 트럭 10대, 야포 3문, 공기부양 고속상륙정(LSF) 2척, 상륙병력 700명을 태울 수 있다."
독도함,이 때문에 온라인 등에서 ‘독도함과 해병대에 날개를 달아주자’는 캠페인이 벌어지기도 했다.
독도함,독도함에 고정 탑재될 헬기 확보가 예산문제로 계속 지연돼온 것도 문제다.
독도함,"독도함을 기반으로 건조되는 가칭 마라도함은 개선된 설계와 최신장비 탑재를 통해 성능을 향상시킬 계획이며, 비행갑판 일부의 강도를 높여MV-22B 오스프리 2대의 이착함이 가능할 것으로 예상되고 있다."
독도함,미국의 대형 항공모함보다는 적지만 독도함내 격실(방)은 700여 개에 달한다.
독도함,"독도함은 아시아 최대의 상륙함이라는 수식어에 걸맞게 큰 규모와 각종 대형, 최신 시설을 자랑하고 있다."
독도함,독도함은 다양한 역할 만큼이나 바쁜 함정이다.
독도함,우리나라는 지난 2007년부터 독도함을 운용하고 있다.
독도함,이와 함께 2020년에는 독도함 2번함이 취역할 예정이다.
독도함,"독도함은 입체적인 상륙작전 지원 외에도이지스함(세종대왕함등) , 한국형 구축함(KDX-Ⅱ,충무공이순신급 구축함) 등으로 구성되는 ‘기동전단’의 기함으로 우리 해군 함대의 두뇌이자 심장부 역할을 하게 된다."
독도함,하지만 전문가들은 독도함이 경항공모함으로 활용되려면 함수에 스키 점프대처럼 생긴 ‘스키 점프’ 갑판을 설치하고 수직이착륙기도 탑재돼야 하는데 현재 그런 상태가 아니기 때문에 경항공모함으로 볼 수 없다고 말한다.
독도함,"독도함은 1만4500t급으로, 태국이 보유하고 있는 수직이착륙기 탑재 경항공모함 ’샤크리 나루벳‘이나 일본의 헬기항모 ’휴가‘보다도 크다."
독도함,얼핏 독도함의 외형만 보면 이런 평가가 틀리지 않은 것처럼 보이기도 한다.
독도함,중국이나 일본 언론들은 독도함 진수를 대서특필하면서 독도함이경항공모함과 다름 없다며 한국의 해군력 증강을 경계하고 나서 경항공모함 여부에 대한 논란이 일기도 했다.
독도함,이를 위해 독도함 내에서는 그 동안 공개되지 않은 비밀 지휘시설을 갖추고 있다.
독도함,"""한국형 경(輕)항공모함 시대 열렸다"", ""아시아 최대의 상륙함 진수되다""지난 2005년7월12일 대형상륙함(수송함)독도함이 진수됐을 때 국내외 일부 언론에서 붙인 타이틀이다."
돌격소총,"이런 독일군의 의지에 히틀러도 생각을 바꾸어 드디어 신병기인StG 44, 즉 돌격소총(Strumgewehr) 모델 44가 등장하게 되었다."
돌격소총,이후 MP43을 일부 개량하여 1944년에 생산된 모델이 MP44이고 이를 돌격소총(Sturmgewehr)이라 명명하면서 이때부터 StG 44로 불리게 되었다.
돌격소총,더불어 일선의 요구에 따라 탄피배출구로의 오염물 흡입을 막기 위한 덮개와 조준경 부착을 위한 레일이 추가되었는데 오늘날 최신 돌격소총들도 이런 구조를 따르고 있다.
돌격소총,돌격소총이라 정의가 내려진 총들도 따지고 보면 갑자기 짠하고 하늘에서 떨어진 것은 아니고 그 이전에 있던 여러 종류 소총들의 단점을 개량하는 과정에서 나온 결과물이었다.
돌격소총,"예를 들어 현재 세계에서 가장 많이 사용되는 돌격소총인AK-47은 세상에 등장한지 이미 60년이 넘었을 정도지만 상당 수 국가의 정규군은 물론, 무장 투쟁을 벌이는 반 정부 게릴라나 심지어 폭력 조직들도 장비하고 있을 정도다."
돌격소총,그런데 이렇게 광범위하게 사용하는 돌격소총은 탄생 이후 기본적인 메커니즘이 크게 바뀌지 않았다.
돌격소총,"00 / 항속거리 7,600km/ 작전고도 19,300m / 무장 B53 핵폭탄 1발 또는 B61 핵폭탄 4발, 20mm기관포 1문돌격소총이 보병의 기본 제식화기가 되었음에도 여전히 일선 소부대는SAW(SquadAutomaticWeapon,분대 지원 화기)로 통칭하는 기관총을 장비하고 있다."
돌격소총,물론 돌격소총의 기계적 원리와 사용 목적이 지금이나 그때나 별로 차이가 나지 않을 정도로 지극히 단순하기 때문에 오히려 획기적인 개선이 이뤄지지 않았을 수도 있다.
돌격소총,돌격소총이 드디어 보병의 제식무기로 본격적으로 등장하게 되었다.
돌격소총,현재 어느 군대를 막론하고돌격소총(Assault Rifle) 혹은 자동소총(Automatic Rifle)이라 불리는 고성능 소총을 기본 화기로 사용하고 있다.
돌격소총,미군에게도 돌격소총이 필요했던 것이다.
돌격소총,1942년 말 소련군은 독일군의 최신형 돌격소총인Mkb42를 처음으로 대하게 되었다.
돌격소총,소련군은 연발기능을 유지하면서도 따발총보다 사거리가 긴 ‘돌격소총’이란 종류에 눈독을 들였다.
돌격소총,독일의Mkb42 돌격소총과 미군이 공급한M1 카빈소총을 놓고 고민하면서 어떤 것을 바탕으로 국산소총을 만들지 고민하고 있었다.
돌격소총,이미자동소총과돌격소총이 보편화되면서 기관단총은 더 이상 보병제식무기로서의 위상은 없어진 지 오래이다.
돌격소총,"최근에는 피카티니 레일시스템을 채용한 K-2C가 등장하기는 했지만, 21세기의 추세를 주도하는 새로운 돌격소총의 등장을 기대해볼만 하다."
돌격소총,"세계적으로도 인정받는 우수한 돌격소총임에는 틀림없으나, 피카티니 레일의 채용, 모듈러 성능의 활용 등에서 개선의 여지가 남아있다."
돌격소총,소재면에서도 합성수지(즉 플라스틱)와 같은 재료들이 더욱 많은 부분에 적용되어 돌격소총을 가볍게 만들뿐만 아니라 오히려 내구성도 높아졌다.
돌격소총,한편 90년대에 들어서면서 돌격소총은 또 다른 변화를 맞이한다.
돌격소총,이렇게 다양한 돌격소총들이 등장하면서 80년대부터 세계 각국의 주력소총 자리를 돌격소총들이 점령해나갔다.
돌격소총,사실 낯선 만큼 정규군용 제식화기로써 불펍총의 역사는 1977년 탄생한 슈타이어 AUG 돌격소총(Steyr AUG Assault Rifle)을 시초로 하고 있으므로 그리 오래되지는 않았다.
돌격소총,불펍(Bullpub)이라고 불리는 형태의 돌격소총이 등장한 것이다.
돌격소총,한편 전혀 새로운 설계방식의 돌격소총들도 등장했다.
돌격소총,M16의 등장 이후 돌격소총은 전 세계적으로 보병무기의 표준으로 서서히 자리잡아 가기 시작했다.
돌격소총,이렇게 소구경 고속탄환을 사용하는 추세가 굳혀지면서 현대적인 돌격소총의 특징이 완성되었다.
돌격소총,그리고 총기로는 미래지향적인 외관에 플라스틱 총열 덮개와 개머리판을 채용한 획기적인 돌격소총이 채용되었다.
돌격소총,긴 사정거리를 자랑하는 서구의 자동소총과 다루기 편리한 소련의 돌격소총은 1960년대에 들어서야 본격적인 대결을 펼치게 된다.
돌격소총,"전쟁 말기에 차원이 전혀 다른StG44 같은 돌격소총을 등장시키기도 했지만, 전쟁 내내 독일군이 사용한 주력 소총은 볼트액션 방식의Kar98k였다."
돌격소총,사실 돌격소총이나 전투소총 모두 자동소총이므로 하나의 카테고리로 묶을 수 있지만 굳이 구별하자면 사용하는 총탄의 차이를 들 수 있다.
돌격소총,"그 중에서도 돌격소총의 아버지로 자타가 공인하는 명품이 있는데, 바로 제2차 대전 말기에 독일군이 사용한StG44(Sturmgewehr44)다."
돌격소총,사실 기관단총과 소총의 장점을 골고루 갖춘 돌격소총의 등장 이후 별도의 탄환을 사용하고 화력도 약한 기관단총은 수요처가 한정될 수밖에 없었다.
돌격소총,돌격소총은 오랫동안 소총과 기관단총으로 나누어진 보병들의 무기를 단순화 시기면서 기관단총의 영역을 급속히 축소시켜버렸다.
돌격소총,극히 제한적인 분야를 제외하고 어지간한 임무를 돌격소총이 충분히 감당할 수 있게 환경이 바뀌어 버린 것이다.
돌격소총,56mm탄을 사용하는 돌격소총이 대세가 된 지금도 여러 나라에서 현역으로 활약 중이다.
돌격소총,"소부대간 교전 시에 M1918BAR(이하BAR)와 M1로 무장한 미군이MG42와Kar98k를 장비한 독일군과의 교전에서 그다지 밀리지 않았던 점을 고려한다면 자동소총, 즉 돌격소총으로만 무장한 소부대의 화력은 대단할 것이고 보급 면에서도 훨씬 유리하리라 예상되었다."
돌격소총,특히 2차대전이후 보병 제식화기의 총아로 등장한 돌격소총은 근접전에서도 빠르고 강력하게 사용이 가능하다.
돌격소총,돌격소총보다 휴대하기 편리하면서도 최후의 호신 수단으로 많이 사용하는 권총보다는 화력이 강하다면 그야말로 금상첨화라 할 수 있다.
돌격소총,"개념은 앞서 언급한 것처럼 근접전에 특화된 가벼운 돌격소총 혹은 화력이 강화된 경량의 기관단총이었는데, 기존의 방탄복을 관통할 수 있을 만큼 강력하지만 휴대가 편리하고 지속 사격 능력도 좋아야 했다."
돌격소총,덕분에 근거리에서 관통력을 어느 정도 유지하되 기존의 돌격소총의 절반 정도 수준으로 사격 시 반동을 제어할 수 있게 되었다.
돌격소총,크기와 무게가 기존 돌격소총의 절반 수준으로 대폭 줄어들어서 편리하게 휴대할 수 있지만 화력은 충분히 강력하였고 특히 50발이나 장탄되는 인상적인 막대탄창은 급박한 교전 시에 상당한 위력을 발휘하였다.
돌격소총,흠잡을 데 없이 좋은 총이었지만 반자동소총이 돌격소총과 함께 할 수는 없는 노릇이었다.
돌격소총,"일부 자료에는 브라우닝이 오늘날 돌격소총 같은 혁신적인 소총을 구상하였다고도 하는데, 당시 기술로는 상당히 이루기 힘든 난제였다."
돌격소총,M16 돌격소총으로 인해 M14가 급속히 퇴출되었고 이로 인해 탄 보급에 문제가 생겨 버린 것이었다.
돌격소총,"대개 사수, 부사수, 탄약 운반수 등 3인 1조로 운용되지만 종종 탄띠를 장착한 사수가 마치 돌격소총처럼 사격할 수도 있다."
돌격소총,비록 이들 제안은 군 당국에서 거부당했고 이때 입은 경영상의 타격으로 말미암아 1991년에 영국의 방위산업체인 BAE에 회사가 팔리는 수모까지 당했지만 이때 얻은 기술은 새로운 돌격소총을 만드는데 커다란 도움이 되었다.
돌격소총,이러한 가운데 돌격소총이 제식 소총의 대세가 되자 M1 카빈은 더 이상 일선에서 사용하기에 부족한 화기가 되어버렸다.
돌격소총,"탄약의 차이로 말미암아 살상력이 차이가나지만 기본 제식화기인 소총은 병사가 임의로 선택하는 것이 아니라 군에서 일방적으로 지급하는 것이므로, 돌격소총이니 카빈이니 하는 구분은 전혀 불필요했다."
돌격소총,"기관단총과 달리 M2 카빈이 사용하는 카빈탄은 비록 권총탄을 늘린 형태지만, 생각하기에는 소총탄을 축소한 것과 같다고도 볼 수 있으므로 돌격소총의 범주에 넣는 것이 옳다는 주장이 있다."
돌격소총,특히 AK-47 같은 돌격소총의 대량 보급은 더 이상 반자동소총이 전선의 주역이 아니도록 만들어버렸다.
돌격소총,이후에도 개발된 소총은 많지만 G36을 압도적으로 능가하는 새로운 개념의 돌격소총은 아직까지 출현하지 못하였다.
돌격소총,덕분에 신형 돌격소총임에도 등장과 동시에 30여 개국에서 구매하여 사용 중이다.
돌격소총,사실 이러한 목적에 가장 적합한 무기는 돌격소총인데 당시에는 아직 요원했다.
돌격소총,하지만 이러한 부분은 곧바로 개량되었고 사용자들에게 ‘M16 이후 최고의 돌격소총’이라는 찬사를 받았다.
돌격소총,한마디로 나중에 탄생한 돌격소총답게 당시의 시대적 요구를 최대한 반영하였다.
돌격소총,"오늘날 군대는 예외 없이 고성능 돌격소총으로 무장하고 있지만, 사실 이것도 60여 년 전 처음 탄생한 이후 더 이상의 획기적인 성능 변화가 이루어지지 않은 구식 무기다."
돌격소총,"이미 돌격소총의 개념이 정립된 이후에 탄생한 소총답게 G36은 이전에는 부가적이라 생각하던 여러 장비를 기본적으로 탑재하고 있고, 새로운 아이디어도 곳곳에 숨어있다."
돌격소총,돌격소총 등장 이전의 제식 소총은 일일이 노리쇠를 후퇴전진하며 단발로 사격하는 볼트액션 소총이었다.
돌격소총,그러한 요구에 부응하여 1996년 탄생한 또 하나의 걸작 소총이 HK G36 돌격소총(Heckler & Koch G36)이다.
돌격소총,서방의 돌격소총은 상대적으로 작은 총탄을 사용하므로 총의 크기와 무게를 줄일 수 있었는데 이는 총을 직접 들고 교전을 벌이는 병사들의 입장에서는 무시할 수 없는 커다란 장점이다.
돌격소총,56mm 탄을 사용하는 돌격소총으로 기울고 있었다.
돌격소총,하지만 오늘날 흔하게 사용하는 대부분의 돌격소총은 2차대전 말에 등장한 StG44를 아버지로 하고 있기 때문에 생각보다 역사가 일천하다.
돌격소총,결국 돌격소총을 더욱 짧게 만든 현대적인 카빈이 등장했다.
돌격소총,M82는 기본 제식화기로 사용되는 돌격소총처럼 대량 생산되어 소비되는 총은 아니다.
돌격소총,그래서 돌격소총 시대의 개막으로 말미암아 구시대 소총으로 취급될 수 있었음에도 계속해서 상당한 위치를 차지할 수 있었다.
돌격소총,이 때문에 StG44는 총기사의 걸작으로 불리며 지금도 사용 중인 AK-47이나M-16같은 대표적 돌격소총의 아버지로 평가 받고 있다.
돌격소총,그러나 더욱 혁명적인 무기는 2차 세계대전에서 독일이 선보인StG44(Sturmgewehr44)돌격소총이었다.
