term,example
라팔,"군함에 장비되는 대포의 문수는 점차 많아지게 되어, 1805년트라팔가르 해전당시의 영국 기함이었던 전열함(戰列艦:lineofbattleship) ‘빅토리’호는 102문의 함포를 장비하고 있는 정도였다."
라팔,"이후 다소의 라팔과 보잉의 F-15K로 압축되었다가, 2002년 3월 국방부는 최종적으로 F-15K를 도입하기로 결정하였다."
라팔,"이 계획에 따라 국방부는 2000년 9월 국내 주계약자인 한국항공우주산업(주)을 통해 사업 참여를 신청한미국보잉의 F-15K,프랑스다소의 라팔(Rafale),유럽4개국컨소시엄인 EFI의 유로파이터,러시아로스브로제니아의 수호이-35 등 4개 업체와 교섭을 벌였다."
라팔,2005년 6월에는 영국 포츠머스항(港)에서 열린 트라팔가르해전 승전 및 넬슨 제독 순국 200주년 기념 국제관함식에 참가하기도 하였다.
레오파르트 2,"다만, 이런 사양의 강화로 인하여 Strv 122의 전투중량은 레오파르트 2 시리즈 중에서는 가장 무거운 62t에 이르고 있다."
레오파르트 2,"독일과네덜란드,스위스에서는 2001년부터 재래형 레오파르트 2를 개조하여 레오파르트 2A5를 만들어내고 있지만,스웨덴과 에스파냐 육군용으로는 각 국내에서라이선스생산으로 신규 제작되고 있다."
레오파르트 2,1980년대 말~1990년대 전반에 걸쳐 개발된 레오파르트 2의 개량·발전형 전차이다.
레오파르트 2,"또한, 장갑방어력에서도 차체의 전면에 추가로 유니트 장갑을 부착하여, 기존의 차체를 개조하여 생산하고 있는 독일이나 네덜란드의 레오파르트 2A5보다 강화되어 있다."
레오파르트 2,레오파르트 2A5 중에서도 가장 강력한 사양을 갖춘 것은 스웨덴 육군의 Strv 122이다.
리볼버,연발식 권총(리볼버)에서는 뒤쪽에 위치하여 그 끝이 탄알 약통 뒷부분에 있는뇌관을 직접 쳐서 발화시킨다.
리볼버,권총은 구조상 회전식 권총(리볼버)과 자동식 권총(오토매틱 피스톨)의 두 가지로 구별된다.
리볼버,1900년대 초 미 육군은 1898년 벌어진미국-스페인전쟁말 필리핀합병을 위해 1902년모로족(族)과 벌인 전투 결과 1892년 제식 채용한 38구경리볼버권총의 위력 부족이 지적되자 더 강력한 탄과 권총 개발을 결정하였다.
리볼버,"수동식에는리볼버형 권총, 볼트액션 ·레버액션 ·펌프액션 ·중절식(中折式) 등의라이플총이나산탄총이 있고, 반자동식에는 반동이용 구조인 자동권총 ·반동 또는 가스압을 이용하는 라이플총이나 산탄총이 있으며, 전자동식은 반동이나 가스압을 이용하는 라이플총 ·기관단총 ·경기관총 ·중기관총 등이 있다."
미니건,"62mm 미니건으로 무장하고 있으며, 필요한 경우에는 조종석의 문쪽에 2정의 50 구경 기관총을 장착할 수도 있다."
미니트맨,"이러한 결점을 없애기 위해고체연료로 전환이 요구되어, 개발된 것이미니트맨이다."
미니트맨,"오늘날 실용되는 것들 중 대표적인 것은 고정식인 미국의 타이탄II와미니트맨II·III형, 피스키퍼 등이고, 러시아의SS-17·18·19와 구식인SS-11·13 등이 있다."
미니트맨,최근에 신형으로 개발된 이동식 대륙간탄도미사일은 미국의 미니트맨과 러시아의SSX-24가 있다.
미니트맨,"그 후 폴라리스 미사일은 A2형 ·A3형을 거쳐 포세이돈 미사일로 개량되었고,대륙간탄도미사일(intercontinental ballistic missile:ICBM)인 미니트맨 및 전략폭격기와 함께 미국 전략억제력 3대 지주의 하나였으나, 그 중에서도 은밀성 ·기동성면에서 가장 뛰어난 핵무기체제로 평가된다."
미니트맨,"그래서 이러한 단점을 없애기 위한 새로운 로켓 개발에 착수하여 액체산소 대신에하이드라진을 연료로 하고 질산계통을산화제로 하는 저장이 가능한 액체연료를 사용하는 타이탄형 ICBM이 완성되어 아틀라스와 교체되었으며, 1962년부터는 다시고체연료를 사용하는 미니트맨으로 발전하였다."
미니트맨,SS-27의 겉모습과 크기는 미국의미니트맨탄도미사일과 비슷하다.
미니트맨,"대표적인 것으로 미국의 미니트맨, 타이탄II형, 러시아의 SS-9·SS-11이 있다."
미니트맨,"미국미국 ICBM의 주력인 총중량 약 35t의 미니트맨 Ⅲ형은 고체연료에 의한 소형 전략미사일이며, MIRV 장비와 높은 정밀도를 특징으로 한다."
미니트맨,미니트맨형 미사일을 대체할 신형대륙간탄도미사일(ICBM)이다.
미니트맨,미국이 배치 중인 미니트맨 III형에 비해서 명중도 ·위력이 우수한 고성능의 미사일이다.
미니트맨,"CEP=140으로의 축소로 1발의 MX가 미니트맨 III형 2~3발분에 상당하며, MX의 탄두수는 미니트맨 III형의 3배 이상이므로 MX 1기(基)의 배치는 미니트맨 III형의 10기 분에 해당한다."
미니트맨,미사일의 배치 방식은 미니트맨 사일로(지하격납고)를 사용하였다.
미니트맨,"미국 폴라리스A-3형·미니트맨Ⅱ형, 러시아의SS-9 스카프·SS-11 새비지 등에는 다탄두 재돌입탄도탄(MRV)이 사용되고, 미국의 미니트맨 Ⅲ형·포세이돈, 러시아의SS-11 중의 일부에는 다탄두독립목표 재돌입탄도탄(MIRV), 미국의 트라이던트에는 다탄두기동성 재돌입탄도탄(MARV)이 장치된 것으로 알려지고 있다."
미니트맨,"또한 미국의 타이탄 ·미니트맨, 러시아의 SS-9 스카프·SS-11 서베이지 등 대륙간 탄도미사일은 전략적 지대지미사일의 대표적인 것이다."
미라주 2000,"유사한 성능의 기종으로 중국의 FC-1, 프랑스의 미라주 2000, 스웨덴 사브 JAS 39 그리펜, 이스라엘의 IAI 크피르 등이 있다."
미라주 2000,"미라주 2000D는 미라주 2000N의 파생종으로 복좌기이며, 공대지 공격기이다."
미라주 2000,"미라주 2000은 미국의F-16, 러시아의MIG-29와 더불어 1990년대의 가장 우수한 전투기로 꼽힌다."
미라주 2000,"시제기인 미라주 2000을 기본형으로 하여 미라주 2000C,2000B,2000D,2000N,2000N-1, 2000-3, 2000-5 등 여러 모델이 개발되었다."
미라주 2000,"프랑스 공군은 양산 단좌기인 미라주 2000C를 많이 보유하고 있으며, 그 밖의 모델은 주로 수출용으로 제작되어아랍에미리트,이집트,그리스, 인도,페루,타이완등에 수출되었다."
미라주 2000,미라주 2000B는복좌기로 훈련용으로도 사용된다.
미라주 2000,"미라주 2000N은 미라주 2000B의 기체를 기본으로 하여, 저고도 침투 타격 전투기로 개발되어, 1983년 최초 비행을 실시하였다."
미라주 2000,미라주 2000-3은 2000N-1의 수출기종으로 비핵무장 공격용으로 제작되었다.
미라주 2000,미라주 2000-5는 미라주 2000 시리즈의 최신기종이다.
미라주 2000,미라주 2000D는 원거리(standoff)형 공대지 고정밀 무장을 장착하여 주야간 구분없이 적의 주요 목표물을 공격할 수 있다.
미라주 2000,미라주 2000N-1은 2000N의 변종이다.
미라주 2000,"1980년대 중반 한국이 진행한한국형전투기사업(Korean Fighter Program:KFP)에서 미국의F-16C/D 개량형과 F/A-18 C/D, 프랑스의미라주 2000등과 함께 도입이 검토됐던 기종이다."
미라주 2000,"1980년대 중반 한국이 진행한한국형전투기사업(KoreanFighterProgram:KFP)에서 미국의F-16C/D 개량형과 F/A-18 C/D,프랑스의미라주 2000등과 함께 도입이 검토됐던 기종이다."
바주카,이 누두상 작약탄환은 초속에는 관계없이 관철위력을 발휘하고 저초속(低初速)의 경화포에도 사용할 수 있기 때문에 무반동포에 로켓 장치를 붙인 바주카포도 나오게 되었다.
바주카,바주카포는 보병의 개인 휴대화기로서 전차공격을 가능하게 하였으나 사정거리가 짧아 최근에는 유도병기로서 대전차 미사일이 유력한 화기로 등장하였다.
바주카,"② 바주카전차 ·무반동총전차:적의 전차 파괴만을 전문으로 하는 전차로서, 보통 전차의 차체에 몇 문(門)의 대전차용 바주카포 또는 무반동총을 장비하고 있다."
바주카,따라서 이 탄환은 빠른 초속이 필요치 않으므로곡사포·바주카포·무반동총 등의 대전차용에 사용된다.
바주카,오늘날 보병포가 별도로 제작되지 않으며 제1선 보병부대는 박격포 ·로켓포(바주카포) ·무반동총 등의 화포를 장비하고 있다.
박격포,박격포(迫擊砲)는 수류탄이 진보된 형태이다.
박격포,"박격포·야포 등에 사용되는 폭탄 중의 하나이며, 인마 살상용, 적진지 파괴용으로 사용된다."
박격포,"독일군은 중량 50kg정도로 75m 야포탄과 비슷한 파괴효력을 지니고 분당 15발, 구경 81mm이상, 사정거리 2,000m 안팎의 박격포를 만들어냈다."
박격포,"이러한 포는 긴 포신으로 인해 발사된 탄환이 탄도곡선이 낮은 평사탄도를 날게 되고, 초속이 빠르므로 박격포 ·곡사포에 비해서 포탄을 멀리 보낼 수 있고, 관통력이 탁월한 특징을 가졌다."
박격포,용도에 따라 요새포(要塞砲) ·공성포(攻城砲) ·박격포(迫擊砲) 등으로 구분된다.
박격포,"62㎜ 기관총을 장착한 강행정찰차, 60㎜박격포탑재차 등의 계열차량도 개발했으며, 엔진은독일만(MAN)이 개발한 D2566 4실린더 수랭식 디젤기관이며, 최대출력은 1,900rpm에서 320마력이다."
박격포,"사람이 조정해야 하는 전차,박격포, 비행기에서 떨어뜨리는폭탄등은 재래식무기에 속하고 자동적으로 목표물에 명중되는 폭탄은 현대식무기에 속한다."
박격포,"함미로부터 투하되는 방식은 공격함이 상대의 잠수함 바로 위를 통과하면서 공격해야 하므로 수중음향탐지기(SONAR)의 맹목기간을 길게 해서 공격효과를 감소시키고, 적의 잠수함으로부터 반격할 기회를 줄 위험이 따르므로, 이 결점을 없애기 위해 제2차 세계대전 중, 로켓·박격포식 전투무기(前投武器:폭뢰를 앞쪽에서 발사할 수 있게 한 것)가 개발되었다."
박격포,또 포병의 집중사탄(集中射彈)에 의한 진지 파괴는 아군에게도 위험하기 때문에 근거리 무기로서 수류탄과 박격포가 쓰이게 된 것이다.
박격포,박격포는 포신 길이가 구경의 10배 내외로서 탄도는 45° 이상의 완만한 곡선을 그리기 때문에 포탄이 상공에서 거의 수직으로 떨어지게 된다.
박격포,"1983년부터 생산된Mk2는Mk1의 개량형으로 포탑 정면과 양 옆에 증가장갑을 덧붙였고, 포탑 밖에 장착했던 M140 박격포를 포탑 안으로 옮겼다."
박격포,오늘날 보병포가 별도로 제작되지 않으며 제1선 보병부대는 박격포 ·로켓포(바주카포) ·무반동총 등의 화포를 장비하고 있다.
박격포,2인치박격포탑재차 K242A1·20㎜ 대공벌컨포 탑재차 K263A1·구난회수차 K288A1·화생방(NBC) 정찰차 등이 있다.
박격포,기본형 외에 부상병 4명을 수송할 수 있는 구급차·81㎜ 박격포 탑재차·120㎜ 무반동포 탑재차·지휘차 등의 계열차량이 개발되었다.
박격포,"이 밖에 81㎜ 또는 107㎜박격포탑재차, 토우(TOW)대전차미사일발사기 탑재차 등 많은 계열차량이 있다."
박격포,"단점은 대량의 장약이 필요하고, 화약가스가 후방으로 분출하기 때문에 위험이 따르고 적에게 발견되기 쉬우며,박격포처럼 호(濠) 안에서 발사할 수 없다는 것 등이다."
박격포,81㎜박격포탑재차·구급차·지휘통신차·화생방(NBC) 정찰차·보안임무용 수색차량 등이 개발되었다.
박격포,"이스라엘 전차의 특징인 60㎜박격포를 포탑 오른쪽에 장착하고, 포탑 양 옆에는 6연장연막탄발사기를 설치하였다."
박격포,"포탄이 날아가는탄도(彈道)의 각도에 따라서 평사포(平射砲:gun), 곡사포(曲射砲:howitzer), 박격포(迫擊砲:mortar)로 구분된다."
벙커버스터,일명 ‘벙커버스터(벙커 파괴자)’라고 불린다.
상륙돌격장갑차,"강습상륙함은 상륙부대를 해안으로 침투시켜 적이 방어하고 있는 해안 방어선을 무력화시키고 신속하게 전투력을 구축하도록 하는 1차적인 임무와 이들을 해상으로부터 지원하는 2차적인 임무를 수행하는데, 이를 위하여 LHA는 먼저 상륙돌격장갑차(AAV)와 고속 공기부양상륙정(LCAC), 헬리콥터 등을 이용하여 해병대 병력을 상륙시킨다."
상륙돌격장갑차,"탑재 능력은헬리콥터7대, 전차 6대, 상륙돌격장갑차 7대, 트럭 10대, 야포 3문, 고속상륙정 2척, 승조원 300여 명, 상륙군 700여 명이다."
상륙돌격장갑차,대표적인 증가장갑으로 미국 해병대와 한국 해병대의 AAVP-7A1 상륙돌격장갑차가 장착한 EAAK(Enhanced Applique Armor Kits)가 있다.
세종대왕함,"세종대왕함,율곡이이함에 이어 세번째로 개발된 대한민국 해군의이지스함이다."
세종대왕함,대한민국 해군은세종대왕함에 이어 두번째 이지스함을 보유하게 되었다.
세종대왕함,"한국 해군은 1990년대부터 슈퍼링스 Mk99형 12대와 Mk99A형 13대 등 총 25대를 도입하여 기어링급 구축함 등에 탑재했다가, 광개토대왕급과 충무공이순신급, 이지스함인 세종대왕함 등으로 운용 전함을 변경하였다."
세종대왕함,한국은 2007년에 처음으로 이지스함세종대왕함을 건조한 이래 2020년 현재 총 3척의 세종대왕급 이지스함을 확보하고 있다.
세종대왕함,세종대왕함이 진수함으로써 한국은 미국·일본·스페인·노르웨이에 이어 5번째 이지스함 보유국이 되었다.
세종대왕함,"세종대왕함은 미국의 주력 이지스함인 알레이버크 급 구축함보다 10%나 크고, 일본의 최신형 아타고 급보다 조금 더 크다."
세종대왕함,"알레이버크 급이나 아타고 급의 수직발사기(VLS：Vertical Launching System)는 96개인 데 비하여, 세종대왕함은 이보다 32개 많은 128개를 갖추고 있다."
수리온,수리온은 '독수리'의 '수리'와 우리말로 '일백(100)'을 뜻하는 '온'을 조합한 조어(造語)로서 독수리의 용맹함과 기동성 그리고 국산화 100%와 완벽성을 추구한다는 의미를 담고 있다.
수리온,"무기 체계에 따른 제식 명칭은 KUH(Korean Utility Helicopter；한국형 기동헬기)이고, 수리온은 통상 명칭(애칭)이다."
순양전함,"즉, 그 하나는 미국의 알래스카형 대형순양함(2만 6000t, 30cm포 9문) 및 독일의 샤른호르스트형 전함(3만 1800t, 28cm포 9문)과 같이, 속력 32∼33kn의 중형함(中型艦)으로, 다분히 순양전함의 성격을 띤 것이고, 나머지 하나는 야마토형 전함이라고 할 수 있다."
순양전함,"대전 말기의 전함은 순양전함의 속력과 전함의 공방력(攻防力)을 겸비하게 되고, 배수량 4만 t에, 주포의 구경 40cm 정도의 것이 출현함으로써 그것을 고속전함이라고 불렀다."
순양전함,"드레드노트와 거의 같은 시기(1909)에 영국에서는 전함의 포력과 순양함의 속력을 겸비한 대형 장갑함 인빈시블(Invincible)을 건조하여 순양전함이라고 하였으며, 이것은 전함과 함께 주력함의 역할을 수행하면서 제1차 세계대전에 이르렀다."
순양전함,"다수의대구경포(大口徑砲)를 장비하고, 함체를 두꺼운장갑으로 방비함으로써, 포격전에서 가장 큰 공격 및 방어력을 발휘하였고, 순양전함과 함께함대의 주력이 되어 해양의 지배자 역할을 하였다."
순양전함,"그 후 워싱턴 조약에서 제한된 전함 ·순양전함을 개조한 대형 고속항공모함이 미국 ·영국 ·일본에서 건조되었는데, 미국의 항공모함 사라토가형(型)은 적재기수 90~103기, 33 kn의 고속을 지닌 매머스함(艦)으로 항공모함의 기준이 되었다."
순양전함,순양함의 고속화 ·장갑화 ·대구경포 적재경향은 전함보다 내탄력(耐彈力)은 떨어지나 고속력을 지닌 순양전함을 낳게 하고 세계에서 가장 큰 영국의 푸드호(號)의 건조로 한계에 이르렀다.
순양전함,"제1차 세계대전 중인 1918년 7월 19일, 덴마크의 체펠린(Zeppeline) 비행기지에 대해 영국의 순양전함 갑판에서 발진한폭격기가 공격을 가한 것이 함재기에 의한 최초의 대규모 공격이었다."
순양전함,"순양함은 범선시대의 프리깃의 후예로 1880년대부터 고속화되어 대형의 장갑순양함(뒤에 순양전함으로 발전)과 중형의 방호순양함으로 나뉘어 발달하였고, 20세기 초에는 터빈 기관의 출현과 세관식(細管式) 보일러의 발달로, 3,000t급, 25~27kn의 경순양함이 새롭게 등장하였다."
순양전함,"5~15inch 포 8~10문을 장비한 전함, 27~30kn에 주포탑이 1~2기 적은 순양전함이 주력함으로 등장하게 되었다."
순양전함,"제2차 세계대전 중에 건조된 신형 전함은 대개 이런 종류의 것이었으며, 전함과 순양전함의 구별이 애매해지게 되자 이것들을 모두 합하여 전함으로 분류하게 되었으며, 이로 말미암아 순양전함은 자연히 자취를 감추게 되었다."
순양전함,"그러나 제1차 세계대전 초인 1916년에 영국의 순양전함 3척이 일시에 격침된 사건이 발생한 것이 계기가 되어 속력을 약간 감수하더라도 방어력이 강화되어야 한다는 생각이 대두되면서 고속화된 전함, 또는 중장갑의 순양함과 같은 성격의 군함이 생겨나게 되었다."
순양전함,"1908년에 영국에서 건조된 인벤시블(Invencivle)형이 최초의 순양전함이며, 그후 무장과 속력이 더욱 강화된 개량형이 각국에서 건조되었다."
순양전함,순양전함 후드의 침몰로 영국이 받은 충격이 매우 컸으며 영국은 곧바로 보복에 나서 3일 후 독일 전함 비스마르크를 격침시켰다.
순양전함,순양전함 후드 호는 전투 시작 10분만에 격침되었고 대부분의 승조원이 사망하고 단 3명만이 살아남았다.
순양전함,18세기 영군 해군 제독이었던 사뮤엘 후드(SamuelHood1724~1816)의 이름을 따서 명명한 영국의 순양전함이다.
순양전함,"20세기 초 터빈기관이 채용되면서 장갑순양함은 급격히 고속화되고(27∼32kn), 무장과 배수량이 전함과 비슷한 순양전함(battlecruiser)으로 발전하였다."
스마트폭탄,순항미사일이나스마트폭탄에 실어 발사할 수도 있다.
스마트폭탄,베트남 전쟁에서 미국은 1967년 5월 스마트폭탄으로 탄아교를 단 한 발로 폭파시켜 주목받았다.
스마트폭탄,"미국 공군은 1965년부터 4년 동안 베트남의 탄호아철교를 폭파하기 위하여 연 600대의폭격기를 출격시키고도 성공하지 못하였으나, 1972년 5월 13일 하루 만에F-4전투폭격기 11대가 스마트폭탄 20발을 투하하여 철교를 파괴하였다."
스마트폭탄,탄호아철교를 폭파한 스마트폭탄은 이 유도방식을 사용하였다.
스마트폭탄,"명중률이 뛰어난 미사일을 가리키는 경우도 있으나,레이저유도방식의스마트폭탄, 텔레비전유도미사일, 순항미사일 등도 포함되는 개념이다."
스커드미사일,"북한은 1970년대 초부터 본격적으로 탄도미사일을 개발하기 시작하여 처음에는 중국의 DF-61미사일(사정거리 600km)을 기본 설계로 할 예정이었으나, 이것이 여러 가지 사정으로 어렵게 되자 이집트로부터 구 소련의 스커드미사일을 입수하여 여기에 새 엔진을 장착하는 방향으로 개발의 방식을 전환하였다."
스커드미사일,이 밖에도 1991년 이라크를 상대로 한 걸프전쟁에서 스커드미사일을 요격함으로써 널리 알려진 패트리엇미사일이 있다.
스커드미사일,"처음에는 적기를 요격할 수 있는지대공미사일로 개발되었으나 1980년대 말부터 유도탄을 요격할 수 있도록 개선되었고,걸프전쟁에서 이라크의스커드미사일을 효과적으로 요격함으로써 유명해졌다."
스피트파이어,"제2차 세계대전에서 맹활약한 영국의 4발 중(重)폭격기로써 스피트파이어, 모스키토와 함께 영국을 대표하는 3대 항공기라는 평가를 받는다."
스피트파이어,1941년 11월Fw190A는 영국 공군의 스피트파이어와 첫번째 공중전을 벌여 2대를 격추하였다.
스피트파이어,스피트파이어와 함께제2차 세계대전에서 맹활약한 영국 공군의 전투기이다.
신궁,신궁의 개발로 우리나라는 세계에서 휴대용 대공유도무기를 개발한 다섯 번째 국가로 선정되었다.
신궁,신궁이란 이름은 '최신 기술이 적용된 새로운 활'이라는 뜻이다.
아파치,차기 공격용 헬리콥터 AH-64 아파치는 제3세대의대전차미사일인 헬파이어를 탑재하고 있다.
아파치,"러시아가미국의 AH-64 아파치의 대항 기종을 개발하기 위하여 1977년 12월에 계획을 착수, 카모프 헬리콥터 JSC(Kamov Helicopters JSC)가 제작한 시제기가 1982년 6월 17일에 최초 비행을 하였고, 1983년 8월 16일에 제2 시제기가 비행에 성공하였다."
아파치,"성능면에서는 미국의 아파치 헬리콥터에 필적하지만, 처음부터 공중전도 염두에 두고 개발한 점에 특징이 있다."
아파치,구소련은 기존 보유기인Mi-24 하인드(Hind)로는미국의 아파치헬리콥터의 성능을 따라잡을 수 없다고 판단하고 당시 밀 설계국과 카모프 설계국에 의뢰하여 아파치에 대항할 만한 성능의 헬기의 개발을 의뢰하였다.
아파치,비상시를 대비한보병수송기능을 첨가하여 내부에 완전무장 병력 2~3명을 수용할 수 있는 공간을 만듦으로써동체(胴體)가 아파치보다 커졌다.
아파치,"그러나 현재는 AH-64D 롱보우(Long Bow) 아파치와 코만치의 등장으로 정보 수집, 레이더 유도 등의 목적으로 실전에 투입되는 예가 줄어들고 있지만 AH-1W의 정찰기로서는 전혀 손색이 없는 기종이다."
아파치,"이에 따라 제작사인 유로콥터사가 경영상의 어려움을 수출을 통해 해결하기 위하여 노력하고 있어, 앞으로 세계 무기시장에서 미국의 아파치 헬리콥터와 치열한 경쟁을 벌일 것으로 예상된다."
알레이버크급 구축함,선체는 미국의 이지스함인 알레이버크급 구축함을 모델로 개발되었으며 건조비는 약 1조원이다.
야시장비,레이저거리측정기·야시장비·화생방(NBC) 방호장비 등도 갖추었다.
야시장비,1989년부터 스팅어미사일과 헬파이어를 탑재하는 작업이 야시장비 운용과 병행되어 한때 미국 해병의 AH-1W의 미흡한 야간작전 능력의 공백을 메우기도 하였다.
야시장비,1982년부터 포탑 왼쪽에 설치되었던 탐조등을 없애고 열영상 야시장비로 대체한 룩스 A2로 개조하였다.
야시장비,특히 야시장비와 사격통제장치 등 전자장비의 성능 차이가 크기 때문에 전차포 명중률과 야간 전투능력이 부족하다.
야시장비,"또 야시장비와 연막탄발사기도 새로 설치하고, 유압·전기 시스템 등도 개량하였다."
야시장비,62㎜ 동축기관총·광학조준경·야시장비 등이 장비된 프랑스 지아트의 DRAGAR 1인용포탑을 설치한 수출용 보병전투차 NGV-1도 개발되었다.
야시장비,적외선야시장비를 내장한 텍사스 인스트루먼트의 AN/TAS-4 미사일 조준경을 장비함으로써 야구어 1에 비해 야간전투능력이 크게 향상되었다.
어뢰,"또 어뢰(魚雷)의 실용화로 수뢰정(水雷艇)과 구축함이 뒤를 이어 모습을 나타냈고, 20세기 초에는 2차전지(二次電池)와 내연기관의 발달로 잠수함이 출현되면서 해상전(海上戰)의 양상을 바꾸어 놓았다."
어뢰,시라노호는 개장공사를 위해 항해 중이던 1944년 11월 29일 미국잠수함의 어뢰 공격을 받고 승무원 800명과 함께 시오노미사키(潮岬) 앞바다에서 침몰하였다.
어뢰,그리고 전투보다는 주로 육군병력 수송임무를 맡았는데 1944년 2월 24일 필리핀으로 향하는 병력을 수송하는 임무를 수행하는 도중에 미군 잠수함의 어뢰공격을 받아 피해를 입었고 일본 해군병기창이 있는 쿠레(Kure) 항으로 돌아와 수리를 받았다.
어뢰,"레이테 만(Leyte Gulf) 해전에서 무사시는 미국 함재기들의 집중공격을 받았는데 어뢰 20발 폭탄 17발이 명중되어 침수되기 시작하였으며 10월 24일 시부얀 해(Battle of the Sibuyan Sea, 수심 약 1000m)에서 침몰하였다."
어뢰,"제2차 세계대전 후 호밍어뢰·대잠용 로켓이 개발되었으나 잠수함의 성능도 현저하게 발달되었고, 특히원자력잠수함의 출현으로 그 수중활동 능력이 획기적으로 향상됨으로써, 폭뢰의 대잠 공격능력은 상대적으로 감퇴하게 되었다."
어뢰,"어뢰발사관에서 어뢰를 발사할 때는 함내 탱크로부터 해수를 뽑아내 어뢰와 발사관 사이의 틈에 채운 뒤 발사관의 앞뚜껑을 열어서 발사하며, 발사 후에는 어뢰의 부량(浮量)만큼의 해수를 급히 채운다."
어뢰,"발사제원도, 종래에는 함장의 잠망경을 통한 관측만으로 경험에 의해서 산출되었으나 근래에는 소나의 발달에 따라서, 수중에 잠항한 채 제원의 산출과 어뢰의 발사가 가능하게 되었다."
어뢰,또 RBU-2500과 RBU-6000 대잠로켓발사기 각각 2기와 533㎜ 어뢰발사관 2문도 장비하였다.
어뢰,"탄두와 탄체를 분리할 수 있는미사일·어뢰는 폭발부분이 탄두에 있고, 탄두는 핵탄두·보통탄두를 선택해서 결합할 수 있으므로 핵무기라고 하지 않으며, 핵탄두가 결합될 때에는 핵무기체계라고 한다."
어뢰,하지만 오키나와에 도착하기도 전에 미군의 뇌격기의 어뢰공격을 받아 좌현으로 기울며 심각한 피해를 입었으며 2차 미군 급강하폭격기에서 발사된 포탄이 갑판에 명중되어 탄약고가 폭발하면서 야마토 전함은 침몰하였다.
어뢰,"북대서양조약기구(NATO) 해군에서는NATO가맹국의 해군 함정 가운데 프리깃이나구축함보다는 작고, 주로 연안 ·항만 ·수로 등에서 대잠 및 각종 초계임무를 수행하는 함정, 즉 구잠함 ·연안용 초계함정 ·고속초계정 ·어뢰정 등에 P라는 부호를 붙여서 분류한다."
어뢰,"시울프는 높이 12m, 길이 107m, 9,137t으로 어뢰발사관 8개를 보유하고 있다."
어뢰,"21인치어뢰발사관을 좌우에 2문씩 장치하고 있으며, 어뢰나 대잠 미사일서브록(Subroc:submarinerocket)을 발사한다."
어뢰,제1차 세계대전때 5~10 t 급으로 30~40kn의 속력을 내는 소형 고속정에 어뢰 1~2개를 탑재하여 함선 공격에 사용한 것이 어뢰정의 시조(始祖)이다.
어뢰,"21인치어뢰발사관을 좌우에 2문씩 장치하고 있으며, 어뢰나 대잠 미사일서브록(Subroc:submarine rocket)을 발사한다."
어뢰,1943년 12월 요코스카(Yokosuka)에서 캐롤라인 제도 트룩(Truk)으로 병력과 장비 수송임무를 수행하던 중 미군 잠수함의 어뢰공격을 받아 선체 일부가 침수되었으며 1944년 3월까지 쿠레 해군공창에 정박하며 수리와 대공포를 증대하는 개조작업이 진행되었다.
어뢰,"어뢰,폭뢰(爆雷), 소구경포(小口徑砲),미사일,수중청음기(水中聽音機) 등으로 무장되어 있으나 장갑은 비교적 얇은 편이다."
어뢰,"탑승 인원은 300여 명이며, 5인치 포, 대공·대함 유도탄 수직 발사대, 대함 유도탄 방어용 무기,잠수함공격용어뢰등을 갖추었고, 2대의 해상작전헬리콥터를 탑재하고 있다."
어뢰,"함대함미사일 외에 76㎜ 2연장함포 2문, 30㎜ CIWS(근접방어무기체계) 4문, SS-N-14 사이렉스 대잠미사일발사관 4문, RBU-6000 12연장대잠로켓발사기 2기, RBU-1000 6연장대잠로켓발사기 2기, 533㎜ 5연장어뢰발사관 2문 등의 무기를 장비하였다."
어뢰,대잠헬리콥터와함대공미사일 48발·함대함미사일 8발·어뢰·장사정(長射程)함포·통합 전자전 시스템 등을 장비했다.
어뢰,2㎜ 2연장함포2문·30㎜ CIWS(close-in weapon system:근접무기방어체계) 2문 등의 대공무장과 533㎜ 3연장어뢰발사관 2기·RBU-6000 대잠로켓 12연장발사기 2기 등잠수함공격능력도 갖추었다.
어뢰,또 57㎜ 2연장함포 2문과 30㎜ CIWS(근접방어무기체계) 4기·533㎜ 5연장어뢰발사관 2문 등 다양한 무기체계를 갖췄다.
어뢰,무장으로BAE사 5인치함포와 3연장어뢰발사관을 기본으로 장착한다.
어뢰,무장으로 BAE사 5인치함포와 3연장어뢰발사관을 기본으로 장착한다.
어뢰,"미사일 외에 함정에 따라 100㎜ 또는 130㎜ 함포, 30㎜ 또는 CADS-N-1 CIWS(근접방어무기체계), RBU-6000 또는 RBU-12000 및 RBU-1000 대잠로켓발사기, 533㎜어뢰발사관 등의 무기를 장착한다."
어뢰,"또 연료의 재공급을 위해서 저속으로 일정한 방향으로 항행해야 하는 데서 오는 적의어뢰·미사일로부터 취약성을 배제할 수 있고, 굴뚝·연로(煙路)를 설치할 필요가 없으므로 비행갑판·비행기의 격납고를 크게 하여 많은함재기를 탑재할 수 있는 등의 장점이 있다."
어뢰,"가해력을 가진 기구, 즉도검(刀劒)·총포·폭탄·어뢰등을 무기라 하고, 병기는 통신장비·전자장비와 같이 직접적인 가해력을 가지지 않은 전쟁도구와 무기를 포함한 광범위한 개념으로 쓰이는 경우가 있으나, 오늘날에는 일반적으로 동일한 뜻으로 쓰인다."
어뢰,어뢰로 적의 대함(大艦)을 물리친다는 뜻에서 붙여진 이름이다.
