용어,설명
엑조세미사일 [Exocet Missile],"수면 위로 1~3m의 거리를 두고 스치며 날아가전함의 중앙부를 공격하는 공대함 미사일로, 길이 4.69m, 지름 35㎝, 무게 650㎏, 속도 마하 0.93, 사정거리 40~65㎞이다. 주로헬리콥터·전폭기·정찰기등에 장착해 발사되지만 사정거리가 짧다는 것이 흠이다. 현재 MM38형과 MM40형 2종류가 개발되어 있다.이 미사일이 이름을 떨친 것은 1982년영국과아르헨티나사이에 벌어진 포클랜드전쟁에서이다. 그 이전까지는 별로 명성을 얻지 못하다가 포클랜드전쟁 때 아르헨티나의 쉬페르 에탕다르(Super Étendard) 전투기에서 발사된 엑조세미사일이 영국의 최신예 대형구축함셰필드호(3,150t)를 단 1방으로 명중시켜 격침시킴으로써 가공할 위력을 발휘하였고, 이 때부터 세계적인 명성을 얻기 시작하였다.관성항법장치와고도측정계로 고도를 유지하면서 탄두에 내장된 자동유도장치로 목표물을 탐지하는데, 특히 기관실이나 선체의 가장 중요한 부분을 찾아 파괴할 수 있다는 점 때문에 인기를 끌고 있다. 2001년 현재프랑스·아르헨티나·이라크·한국 등이 보유하고 있는데, 특히 이라크는 100여 기를 보유하고 있는 것으로 추정된다."
포밀리오-PE [Pomilio-PE],
초지평선레이더 [over-the-horizon radar],"미국이 개발한 초원거리(超遠距離) 탐지용 레이더이다. OTH레이더 또는 
	OH레이더라고도 한다. 이것에는 펄스레이더 또는 바이스태틱(bistatic:송신기와 
	수신기 사이에 거리를 둔)으로 구성된 FM-CW 레이더가 있는데, 목표로부터 반사되어 
	돌아오는 도플러 신호를 추출하는 방식과, 고속비행목표가 유기(誘起)하는 이온층의 
	교란(攪亂)을 추출하는 방식 등이 있다.마이크로파대 레이더와 큰 차이점은, 전파의 
	전파로(傳播路)가 주파수 ·이온층의 상황에 의해 변동하며, 단파대의 특유한 각종 
	외래잡음을 동반하는 것과안테나가 대규모로 되는 것 등이 있다.
러시아의 부분궤도 폭격무기(fractional orbital bombardment system:FOBS)와 대륙간 
	탄도미사일(intercontinental ballistic missile:ICBM)을 조기에 탐지하기 위한 
	것으로, 북미방공사령부의 조기경계조직에 편성되어 있다. 이 레이더는 미사일 등이 
	이온층을 통과할 때 이온층에 일어나는 산란파(散亂波)를 단파(短波)를 이용해서 
	탐지하도록 되어 있다. 단파는 지구의 지표면과 이온층 사이를, 반사를 반복하면서 
	돎으로써 지평선 너머에 있는 발사 직후의 미사일도 탐지할 수 있게 된다. 특히, 
	FOBS는 백 수십 km의 고도로부터 내습해 오므로 지평선에서 포착된다 하더라도 
	목표지역에 도달하기까지는 3분 정도밖에 걸리지 않으므로 보통의 레이더로는 포착 
	후 대응조치를 취할 시간적 여유가 적다."
총통 [銃筒],"별대완구(別大碗口) ·대완구 등의대포보다 약간 작은 천자(天字) ·지자(地字) 
	·현자(玄字) ·황자(黃字) 총통이 있었고, 소포(小砲)의 우자(宇字) ·주자(宙字) 
	·영자(盈字) ·측자(昃字) 총통이 있었으며,임진왜란때이순신(李舜臣)이 주로 천자 
	·지자 ·현자 ·황자 총통을 사용하여 당시 이러한 무기가 없었던 왜군은 그 폭음과 
	화력에 놀랐다고 한다.
오늘날 보존되고 있는 각종 총통의 제원(諸元)을 보면, 천자총통에 사용하는 
	대장군전은 전장 11자 9치, 지름 5치, 무게 50근에 살촉[鏃]은선철(銑鐵:무쇠)로 길이 
	7치이다."
SU-9 [Sukkoi 9],"수호이 설계국이 개발한초음속전투기이다. PVO(방공군)에 배치되어 방공전력의 중추적인 역할을 하였다. 2,000대 이상이 생산되어 1950~1970년대 방공군의 주력 요격기로 활약하였다.수호이 설계국은 1940년대 말부터 S-1과 비슷한동체에삼각날개를 가진 T-3을 개발했는데, 기수의레이돔에공기흡입구를 배치한 T-3은 1956년 5월 처녀비행에 성공하였다. T-3에 이어 여러 시제기가 개발되고, 결국 T-40이라는 전천후 단좌형 기체가 완성되었다. SU-9(나토명 Fishpot B)로 정식 채용된 이 기체는 3개의착륙장치를 갖고, MIG-21과 비슷한 삼각날개를 채용하였다.엔진은 애프터버너 사용이 가능한 률카엔진설계국의 AL-7F터보제트엔진 1개를 채용했으며, 최고속도는 1,915㎞, 전투행동반경은 460㎞다. 무장은기관포없이 주날개 아래 파일런에 RS-1U/RS-2(나토명 AA-1 alkali)공대공미사일4발을 탑재하였다.SU-9는 1970년대 많은 수가 무선조종 표적기로 개조되고, SU-11(Fishpot C)로 대체된다. SU-11은 1961년 투시노항공쇼에서 일반에 처음 공개된 시제기 T-43의 양산형으로, SU-9와 거의 같은 구조의 요격기였다. 차이점은 오리올 신형레이더를 장비하고, 공대공미사일을 R-8로 교체한 것이다.SU-11은 1962년 6월부터 1964년까지 108기가 생산되어모스크바주변의 방공임무에 투입되었다. 비행성능이 좋지는 못했지만 MIG-25, MIG-23이 배치되는 1970년대까지 일선 요격기로 활약하다가 1980년대 초 모든 기체가 퇴출하였다."
SU-17 [Sukhoi 17],"SU-7B를 기반으로 수호이설계국이 개발한 전폭기이다. 무장탑재량과항속거리, 이착륙 성능 등을 개선하기 위해 고정날개를 채용했던 SU-7B 주날개의 바깥부분을 가변후퇴날개로 바꾼 것이 특징이다. 2,000대 이상 생산되어 친소(親蘇)국가들에게 수출되었다.
1966년 8월 시제기가 첫 비행을 하고, 1967년 7월모스크바투시노 비행장에서 열린 소비에트 항공의 날 기념행사에서 처음 일반에 공개되었다. 1970년부터 1990년까지 생산되었고, SU-17M, SU-17M2, SU-17M3, SU-17M4, SU-17UM 등의 변형 기체가 등장했으며, 1972년부터 소련전술공군에 배치되어 주력 전폭기로 활약하였다.
애프터버너를 사용했을 때추력1만 1200㎏의 률카 AL-21F3터보제트엔진 1개를 장비하였다. NR-30 30㎜기관포2문을 고정무장으로 장착하고,공대공미사일·공대지미사일·자유낙하폭탄·클러스터폭탄·전술핵폭탄·로켓탄·ECM(electronic countermeasures) 장비 등 최대 4,000㎏을 탑재할 수 있다.
특히 K-13 또는 R-60 공대공미사일과 Kh-25ML·Kh-58E·Kh-25MP·Kh-29 등의 지대공미사일을 탑재함으로써 다양한 작전 수행이 가능하다."
SU-30 [Sukkoi 30],"1989년 12월 첫 비행한 구소련의 복좌(複座) 장거리 요격기다. 1992년부터러시아공군에 배치되었다. 수호이 설계국이 복좌훈련기 SU-27UB를 기반으로 개발하였다. 4대의 다른전투기들에게 10개의 표적 정보를 동시에 전달할 수 있는 신형 무선표정(無線標定)시스템을 갖추고 있다.
SU-30M은 SU-30의 표준형으로 SU-27 기본형의 2배에 달하는 8t의 무장을 탑재할 수 있다. SU-30M의 수출형을 SU-30MK라고 한다. 이 기체는 GSh-301 30mm기관포를 고정무장으로 장착하고, 중거리공대공미사일인 R-27 시리즈와 R-73 단거리 공대공미사일, R-77 암람스키 등을 탑재한다.
긴항속거리도 SU-30의 장점이다. 항속거리가 길어 행동반경이 3,000㎞에 달한다. 이는공중급유를 받지 않고도 근해로까지 순찰영역을 확대할 수 있음을 뜻한다.
러시아 공군 외에 중국 공군과 인도 공군도 SU-30을 보유하였다. 1999년 6월 중국은 72대의 SU-30MKK를 구입하였다. 인도는 1997년 5월 8대를 시작으로 SU-30MKI 40대를 도입하고, 해군용으로 SU-30의 새로운 개량형을라이선스생산할 계획이다."
미라주 F1 [Mirage F1],"프랑스의 방산업체 다소사(社)가 개발한초음속전투기이다. 꼬리날개 없이 삼각형 주날개만 가진 전투기로는 이례적으로 후퇴날개와 꼬리날개를 갖고 있다. 미라주 3에 버금가는 속도와 더 느린 속도로 착륙할 수 있는 전투기를 원한 프랑스공군의 요청에 맞추어 개발되었다.
다소사가 일반적인 전투기 설계를 채택한 이유는 전술전투기에 필요한 STOL(Short Take-Off and Landing:단거리이착륙) 성능을 높이기 위함이다. 주날개의고양력장치와 꼬리날개의 고양력장치에 의해 미라주 3에 비해 전체 양력계수가 2배 증가하고, 착륙속도와 활주거리도 각각 20%와 30% 단축되었다.
1966년 12월 23일 원형기가 처음 비행하고, 1973년 5월부터 프랑스 공군 전투기 비행대에 배치되었다. 시리즈의 기본형은 기수에 톰슨(Thomson)-CFS 시라노(Cyrano) Ⅳ 모노펄스화력통제레이더를 장착한 F1C다. 주요 임무는 전투기 요격이다.
아타(Atar) 9K 50터보제트엔진 1개를 장착했으며, 엔진추력은 4,590㎏이며, 애프터버너를 사용하면 7,200㎏을 발휘한다. 고고도에서마하2.2, 저고도에서는 마하 1.2의 최대속도로 비행할 수 있다.
30㎜ 데파(DEFA)기관포2문을 고정무장으로 장착했으며, 마트라(Matra)가 개발한 매직(Magic) R530공대공미사일2발과 자유낙하폭탄 및 낙하산폭탄 등 최대 4,000㎏의 무장을 탑재한다.
1974년덴마크·네덜란드·벨기에·노르웨이등북대서양조약기구4개국이 추진한 신형전투기 도입계획에 참가했지만 미국의F-16에 밀려 실패하였다. 하지만 스페인·그리스·리비아·요르단·카타르·에콰도르·이라크·남아프리카공화국등 11개국에 473대가 수출되었으며, 총 생산대수는 731대에 달한다."
키예프 항공모함 [Kiev aircraft carrier],"구소련에서 처음 건조한 VTOL기(Vertical Take Off and Landing Aircraft:수직이착륙기) 항공모함이다. 프로젝트 1143에 따라모스크바급의 후계함이다.만재배수량 4만 1,370톤급의 중형항공모함으로 출력 14만마력의증기터빈엔진을 장착, 최대 32노트의 속도가 가능하다. 함교는 오른쪽에 설치되고, 앞부분에 각종 무기가 배치되었다. 왼쪽에 비행 갑판이 있으며, 탑재항공기가 이륙할 때는 스키점프대 방식을 이용한다.이 항공모함의 가장 큰 특징은 선체 앞에 SS-N-12 샌드박스(Sandbox) 함대함미사일 4기를 장착했다는 점이다. 이는 미국의 항공모함기동부대를 향해 대형 함대함미사일을 집중발사해 격파한다는 구 소련해군의 전술을 반영한 결과이다.북해함대 소속이었던 키예프 항공모함은 1993년 6월 운용을 중단하였으며, 1996년 중국 톈진(天津) 시의 빈해항모주재공원(滨海航母主题公园)에 매각되어 공원에 전시되었다."
카신급 [Kashin Class],"1959년 9월 15일진수되고 1962년 12월 31일 배치된 1번함 콤소몰레츠우크라이나호를 시작으로 1973년까지 구소련해군에 20척이 배치되었다. 20척 가운데 일부가폴란드와인도해군에 매각되었고, 설계기술이 인도에 수출, 1980년대 인도에서 5척이 건조되었다.
대형 대잠전투함으로 설계되었지만 SA-N-1 대공미사일과 76㎜ 2연장함포2문(2,400발 탑재) 등 대공무기를 장비함으로써 대공전투 능력도 갖추고 있다. 또 RBU-6000 12연장 대잠로켓발사기 2기(120발 탑재), RBU-1000 6연장 대잠로켓발사기 2기, 533㎜ 5연장어뢰발사관 1문 등도 갖추고 있다. KA-25PL헬리콥터도 1대 탑재할 수 있다.
4개의 DE59가스터빈엔진 2축을 통해 최대 37~38노트의 고속 주행이 가능하고, 연료의 추가보급 없이 10일간 운항할 수 있다. E-밴드와 C-밴드 대공레이더, SA-N-1 통제용 H/I-밴드 레이더, 76㎜ 함포 통제용 G-밴드 레이더 등도 있다.
1972년 6척이 배의 꼬리 부분을 3m 연장하고, 헬리콥터 갑판 설치 및 SS-N-2c 스틱스 함대함미사일 발사관 4기를 추가하는 등 Mod형으로 근대화 개수공사를 거쳤다. 개수 후 기준배수량이 3,550t에서 3,950t으로, 만재배수량도 4,510톤에서 4,950톤으로 증가했으나 최대속도는 34노트로 감소하였다.
기본형과 Mod형 모두 해체되었다. 카신급을 수입한 인도 해군은 1980년 라즈푸트호 진수를 시작으로 1982년 라나호, 1983년 란지트호, 1986년 란비르호, 1988년 란비자이호 등 5척을 라즈푸트급이라는 이름으로 운용하고 있다. 인도 해군형의 함번은 D51부터 D55까지이다."
우달로이급 [Udaloy Class],"1980년 11월 북해함대에 배치된 1번함 우달로이호를 시작으로 1999년까지 배치가 진행되었다. 칼리닌그라드의 얀타르조선소와 상트페테르부르크의 세베르나야 베르피 등에서 건조되었다.
소브르메니급 구축함과 함께러시아해군의 주력 전투함으로 활동하고 있다. 만재배수량 8,900t의 대형 함정으로 기존 러시아 함정과 다른 새로운 디자인이 특징이다. 함교가 커지고 함교 아래 양 옆에 SS-N-14 사이렉스대잠미사일발사관이 설치되었다.
같은 출력의가스터빈엔진 4개를 장착해 순항할 때는 2개를 사용하고, 고속항해를 할 때는 4개를 모두 사용하는 COGAG(Combination Gas and Gas) 방식의프로펠러2개로 추진력을 얻는다. 신형함의 경우 최대속도 34노트를 자랑한다.
SS-N-14 대잠미사일4연장발사관 2문과 VDS(Variable Depth Sonar:가변심도음파탐지기), RBU-6000 대잠로켓 12연장발사기, 533㎜어뢰4연장발사관 2문, KA-25 또는 KA-32 대잠헬리콥터2대 등대잠무기를 장비하였다.
또 SS-N-22 선번(Sunburn)초음속함대함미사일 4연장발사기 2기, 8셀의 SA-N-9 건틀릿 단거리 대공미사일 수직발사기(64발 탑재), 100㎜ 또는 130㎜ 함포 2문, 6총신 30㎜ CIWS(근접방어무기체계) 4문 등의 무기를 장착하였다.
프로젝트 1155A에 의해 우달로이 I형이 12척, 프로젝트 1155.1의 Ⅱ형 2척 등 모두 14척이 건조되었다. 대부분 러시아 해군에 배치·운용되고 있다. 하지만 화재를 겪은 뒤 1992년 3월 해체된 4번함 자하로프 제독호를 비롯해 1990년대 2~3척이 해체되었다."
마가크7 [Magach 7],"1982년갈릴리평화작전(Operation Peace for Galilee) 당시시리아군이 보유한T-72전차와의 전투 경험을 바탕으로 개발되었다. 2000년 이후에도이스라엘육군이 약 150대를 보유중이다.
마가크 6의 기동력과 방어력을 강화하는 방식으로 1980년대 중반 개발되어 1990년부터 이스라엘 육군에 배치되었다. 차체 정면과포탑, 사이드 스커트 등에 신형모듈식장갑을 장착했는데, 이 장갑은 방탄강판과 폭발반응장갑을 결합한 것으로화학에너지탄(성형작약탄)과운동에너지탄을 효과적으로 방어할 수 있다.
엔진과변속기도 신형으로 교체했으며, 엔진을 750마력의 텔레다인 콘티넨털(Teledyne Continental) AVDS-1790-2C 12기통 공랭식 디젤기관에서 메르카바 Mk1과 같은 908마력 AVDS-1790-5A로 변경하였다.자동변속기도 앨리슨(Allison)의 CD-850-6A에서 CD-850-6BX로 변경하였다.
주포는 M60과 같은 M68 105㎜ 라이플포를 장비하지만 이스라엘 방위산업체 IMI(Israel Military Industry)가 개발한 APFSDS(Armour Piercing Fin-Stabilised Discarding Sabot)를 발사할 수 있다. 휴대탄 수는 63발이다. 부무장은 M2 12.7㎜ 중기관총1정과 FN-MAG 7.62㎜ 기관총 2정이다. 이스라엘 전차의 특징인 60㎜박격포를 포탑 오른쪽에 장착하고, 포탑 양 옆에는 6연장연막탄발사기를 설치하였다.
메르카바 시리즈와 같이 1991년걸프전쟁뒤 개발된 매타도어(Matador) 화력통제시스템(FCS)을 장비함으로써 야간전투능력과 주포의 명중률을 향상시켰다."
BMP-3 [Boyevaya Mashina Pyekhota-3],"1990년 서방에 처음 공개된러시아BMP-1/2 보병전투차의 후계차량이다. 1970년대 개발된 오비예크트(Obiekt:시제차) 685 수륙양용경전차를 개량해 개발하였다. BMP-3의 BMP는 보병전투차(IFV:Infantry Fighting Vehicle)라는 뜻의 러시아어 'Boyevaya Mashina Pyekhota'에서 머리글자를 따온 것이다. 경전차로 분류한다.쿠르간 기계공장에서 개발과 생산을 맡아 1985년 27대의 시제차에 대한 시험을 마친 뒤, 1986년부터 생산하였다. 1988년 3월 첫번째 양산차 10대가 러시아 육군에 인도되었으며, 1990년 5월모스크바에서 벌어진 대독승전기념행사에서 서방에 처음 공개되었다.차체는알루미늄합금을 용접해 제작했으며, 장갑두께는 10~45㎜이다. 피탄(被彈) 가능성이 많은 부분은 방탄강판으로 보강해 차체 정면은 50㎜ 균질압연 강판 수준의 방어력을 갖추었다. 승무원 3명 외에 무장보병 7명이 탑승할 수 있는 병력실도 차체 앞에 배치하였다.동력장치는 500마력의 UTD-29M 10기통 수랭식 디젤기관과 자동변속기이다. 차체 뒤에 PT-76 수륙양용경전차와 같은 워터제트를 장비해 시속 10㎞ 속도로 수상주행이 가능하다.100㎜ 저압 활강포 2A70 1문과 포탄 48발, 30㎜기관포2A72 1문과 포탄 500발, 7.62㎜ 기관총 PKT 3정과 실탄 6,000발, 9K116대전차미사일과미사일6발을 갖추었다. 자체 방어를 위해 포탑 양 옆에 3연장연막탄발사기 2개를 장착하였다.러시아가 약 600대를 보유하고 있으며,소련해체 뒤우크라이나·아제르바이잔·카자흐스탄등에 일부가 배치되었다. 아랍에미레이트에 390대를 비롯해쿠웨이트에 110대,키프로스에 43대가 수출되었다.한국은 1991년 러시아 정부에 제공한 경협(經協)차관 상환액 가운데 일부를 러시아 무기로 대체하는불곰사업대상 품목 가운데 BMP-3을 포함시켜 1996년부터 33대를 도입해 운용 중이다. 또 2006년까지 30여 대를 추가할 예정이다."
ERC-90 [Engine Reconnaisance Cannon-90],"정찰과 수색, 보급부대 엄호 등을 위해 개발되어 방어력은 약하지만 90㎜ 포와기관총을 장착하는 등 강력한 화력을 자랑한다. ERC-90의 ERC는 포를 장비한 정찰차량이라는 뜻의 'Engine Reconnaisance Cannon'에서 머리글자를 딴 것이다.수출을 목적으로 개발된 차량으로, 1975년 개발을 시작한 파나르는 1977년 파리에서 열린 사토리 무기전시회에서 처음 공개하였다. 이후프랑스를 포함해아르헨티나·이라크·나이지리아·가봉·멕시코·차드·코트디부아르등에 약 400대가 배치되었다.
차체는 방탄강판을 용접해 제작했으며,장갑두께는 최대 10㎜이다.타이어는 총탄에 맞아도 시속 30㎞ 속도로 100㎞까지 달릴 수 있다. 승무원은 3명으로, 차체 앞부분 왼쪽에 조종석을 배치하고 차체 가운데 설치한포탑에 차장과 포수가 탑승한다.레이저거리측정기·야시장비·화생방(NBC) 방호장비 등도 갖추었다.
엔진은 푀조가 개발한 155마력의 PRV 6기통 수랭식 가솔린기관이다. 최대속도는 포장도로에서 시속 95㎞, 항속거리는 700㎞이다. 바퀴 또는 워터제트를 사용해 시속 4.5㎞ 속도로 수상주행이 가능하다. 기본무장은 52구경 90㎜ 저압 라이플포 F4 1문과 포탄 20발, 7.62㎜ 동축기관총 1정과 실탄 2,000발이다. 포탑 위에도 7.62㎜ 기관총 1정을 장착할 수 있다. 자체 방어용으로 2연장 연막탄발사기를 포탑 양 옆에 1개씩 장비하였다.
프랑스군은 1984년부터 1990년까지 기본형인 ERC-90 F4 사게(Sagaie)1 192대를해병대와공수부대등에 배치하였다."
Do 215 [dornier 215],"Do215는 독일폭격기인 Do17Z의 수출형 기체에 부여된 명칭이다. 독일은 Do215 
	V2, Do215 V3를 유고슬라비아에 수출하였다. 이 두 기체는 후에 유고슬라비아에서 
	라이선스 생산된다. 스웨덴이 주문한 Do215 A-1 18기는 수출 금지되었기 때문에 
	정찰형으로 개조하여 독일공군에 배치하였다. Do215는 계속 소량 생산되어 그 중 
	일부는 FuG 리히텐슈타인 BC레이더 장비형인 Do215B-5 카오스 III으로 개조되어 
	1942년 중반까지 사용된다"
P-82 트윈무스탕,"6·25전쟁에서 활약한 미국의 쌍몸통 전투기로써 트윈머스탱(Twin Mustang)이라고 명명했다. 중(重)폭격기호위를 위해 노스아메리칸사(社)가제2차 세계대전말 개발하였지만 전쟁이 끝나면서 실전을 경험하지 못하였다. 1940년대 후반 적은 수가 생산되어 6·25전쟁에서북한전투기를 저지하였다.노스아메리칸사는 1943년 12월 NA-120 트윈머스탱 계획을 미 육군에 제안하였다.P-51보다 먼 거리를 비행할 수 있는 복좌기 NA-120에 흥미를 갖게 된 미 육군항공대는 1944년 1월 7일 시험 평가용 시제기 XP-82 3대를 발주한다. XP-82는 나란히 배치한 XP-51F의동체2개를 주날개와 꼬리날개로 연결하였고 엔진은 서로 반대방향으로 회전하는 V-1650-23/25 2개를 탑재하였다.미 육군항공대는 1944년 3월 B-29 호위용으로 XP-82 500대를 발주하였다. 1944년 4월 15일 첫 비행에 성공한 XP-82는 고도 7600m에서 시속 776㎞, 보조연료탱크를 장착하고 항속거리 4000㎞를 달성하였다. 첫번째 양산형 P-82B 20대가 생산되었을 때 일본이항복하면서 생산이 중지되었고레이더를 탑재한 2대는 P-82C와 P-82D로 불리게 된다.미 육군은 1945년 12월 발주를 재개하여 V-1710-143/145 엔진을 탑재한 장거리형 P-82E 150대를, 1946년에는 전천후 전투기형 P-82F와 P-82G를 각각 100대와 50대 주문하였다. 이들 가운데 P-82G는 6·25전쟁 발발 직후 한국에 투입되어 미군 최초로 북한 전투기를 격추하였다."
A-24,"미 해군 SBD 돈트리스(Dauntless)의 육군형이다. 미 육군은 급강하폭격기로 분류되는 
	기체를 보유하고 있지 않았지만,제2차 세계대전중 독일 급강하 폭격기 스투카의 
	활약에 자극을 받아 도입을 결정했다. 1941년에 해군용으로 생산 중이던 SBD-3을 A-24로 
	명칭을 바꾸어 168기를 도입하였다. A-24는 SBD에서 함선에 장착하는 훅을 
	제거한 비행기이다. SBD-3D은 해군기였기 때문에 배에 
	장착할 때 제동력을 얻기 위한 훅이 있었기 때문이다. 일본과 전쟁 당시 해로로 필리핀으로 운송 중이었으나 필리핀이 
	점령되는 바람에 오스트레일리아에 도착, 네덜란드령 인도네시아에서 일본군과 교전한다. 
	1942년에 A-24A가 170기, A-24B가 615기 추가로 도입된다."
SLAM [Standoff Land Attack Missiles],"보잉이 개발한 공대지 및 함대지순항미사일이다.하푼미사일의 개량형 미사일로서 
	정식 명칭은 AGM-84E이다. SLAM은 Standoff Land Attack Missile(원거리 지상공격 
	미사일)의 약칭이다. 미국 해군함재기인 F/A-18, P-3, S-3에서 발사되고 F/A-18과 
	P-3에서 조종하도록 설계되었다. 육상의 고정 목표물이나 항구에 정박중인 함정 
	또는 항해중인 함정을 50해리(약 85㎞) 이상 떨어진 공중 및 해상에서 공격할 수 
	있다.
동체와 추진체를 비롯하여 관성유도시스템, 이미징적외선탐지기(IIR 
	Seeker:목표물이 내뿜는 열을 적외선으로 감지하여 목표물을 찾는 장치), 
	데이터링크,위성항법장치(GPS) 등 많은 부품을 하푼미사일을 비롯한 기존 미사일에 
	쓰이던 것을 그대로 쓰기 때문에 다른 원거리 유도병기에 비해 활용성이 뛰어나다. 
	발사 직후에는 입력된 데이터에 따라 관성항법으로 비행하다가, 중간단계에서 
	위성항법장치에 따라 비행한다. 그리고 목표물에 떨어지기 약 1분 전에 앞머리 
	부분에 있는 탐지기(시커)가 작동되어 모기(母機)로 목표물의 화상을 보내면 
	조종사는 그 화상을 보면서 보다 세밀한 조정을 한다. 1990년 6월 함상 발사 실험이 
	실시되었고, 1991년 1월걸프전쟁에서 최초로 실전에 쓰였다. 1988년 11월부터 미국 
	해군에 공급되기 시작하여 1997년 11월까지 총 600기가 납품되었다. 현재는 성능이 
	향상된 SLAM-ER의 개발을 추진중이며, 몇몇항공모함에는 이미 SLAM-ER이 탑재되어 
	있다."
A-28,"제2차 세계대전중 민간여객기를 군용 수송기로 개조하여 성공한 사례는 많으나폭격기나초계기로 개조하여 성공한 사례는 극히 드물다. A-28은 민간기를 폭격기로 
	개조하여 성공한 드문 예이다.
1938년록히드는 영국으로부터 해상초계 폭격기 개발을 요청받는다. 이에 대해 
	모델 14 슈퍼 일렉트라의 개조형을 제안하여 1938년 허드슨이란 이름으로 250기를 
	생산하기로 계약하고, 1호기가 1938년 12월 10일에 처녀 비행하였다.
미 육군과 영국간의 협정이 맺어지기 전에 1,500기가 넘는 허드슨이 
	영국과 오스트레일리아공군에 인도되었다. 협정 발효 후는 미 육군이 영국에 기체를 
	인도하는 주체가 되었기 때문에 허드슨은 A-28이라는 제식 명칭을 부여 받는다. A-28은 52기, A-28A가 450기 영국에 인도되었다. A-28A는 기체 내부를 
	병력 수송용으로 변경 가능한 모델이다."
C-32 [-三十二],"제2차 세계대전에서 활약한 미국의 쌍발프로펠러수송기로써 1934년부터 생산된 더글라스사(社)의 14인승 민항기 DC-2를 군용 기체로 개조한 것이다. 1935년 9월 30일 미 육군항공대가 시험에 사용하기 위해 DC-2를 개조한 시제기 XC-32 1대를 발주하며 개발이 시작되었다.
제2차 세계대전이 발발한 뒤, C-32A라는 이름으로 제식 채용되면서 DC-2 24대가 C-32A로 개조되었다. C-32A는 740마력의 라이트 R-1820-33 또는 750마력의 라이트 R-1820-25 방사상기관2개를 장비하였고 승무원은조종사와 부조종사, 무전수 등 2~3명이다.
C-32A 외에 DC-2 18대는 화물수송용 C-33으로, 2대는 귀빈 수송용 C-34로 개조되었다. 1938년에는 병력 16명을 수송할 수 있도록 수직 꼬리날개를 확대한 C-39 35대가 도입되기도 하였다."
CG-4 [CG-4 Hadrian],"1941년 미 육군의 요청으로 4개의 미국 항공기 제조사가 병력 수송용 글라이더를 
	대, 소형 각각 2기씩 시험제작 하였다. 육군의 심사를 통과한 것은 대, 소형 모두 
	와코 사의 설계안으로 대형 15인승 기체는 XCG-4로 불렸다. 이 기체는 목재와 금속을 
	혼합하여 만든 기체 구조에 천으로 살을 입힌 기체였다.
1942년 두 번째 XCG-4가 만들어지면서 여러 공장에서 생산형인 CG-4를 대량생산하기 
	위한 계획이 세워졌다. CG-4는 병력과 차량의 탑재·하역을 쉽게 하기 위해 기수 부분이 
	위로 올라가는 방식으로 파일럿 2명을 포함한 15명의 인원 혹은 0.25톤 트럭, 75mm유탄포중 하나와 4명의 인원을 실을 수 있었다.
CG-4의 생산에는 여러 회사가 참여하여 각자의 공장에서 할당 받은 CG-4를 
	생산했다. 이렇게 만들어진 CG-4의 총 생산대수는 13,906기 이다. CG-4A의 첫 출전은 1943년 7월 이탈리아의 시칠리아 공략작전이었으나 불운하게도 
	글라이더 작전은 실패했다. 그러나 1944년 3월의 빌마 진공작전, 같은 해 6월 노르망디 
	상륙작전, 8월 남프랑스 침공작전에서 CG-4가 대량으로 투입되어 작전 성공에 기여했다."
M1919 [M1919 Browning .30 Caliber Light Machinegun],"브라우닝(John Moses 
	Browning)이 설계한 미국의기관총으로써 캘리버 30이라고도 한다.제2차 세계대전에서 미군의 주력 경기관총으로 활약하였으며 차량 탑재형 등 많은 모델이 개발되어 2000년 이후에도 여러 나라에서 사용되고 있다.
제2차 세계대전에서 미군이 사용한 수랭식 기관총 M1917을 공랭식으로 개조하여 1919년 미 육군이 제식 채용한 M1919는 경기관총으로 분류되지만 삼각대 위에 얹으면 중기관총으로 사용할 수 있다. M1919A2를 비롯하여 M1919A4·M1919A5·M1919A6 등의 개량형이 개발되었다.
특히 M1919A4는전차, 항공기 등에 설치할 수 있는 다목적 기관총으로 분당 60발씩 30분 동안 가격하여도 총신이 과열되지 않았다. 1942년 제식 채용된 M1919A6은 총신무게를 줄이고소총과 같은 개머리판과 권총손잡이, 가벼운 양각대를 설치한 M1919 시리즈의 마지막 개량형이다. M1919A4는 43만 9000정 이상 생산되어 제2차 세계대전과 6·25전쟁에서 미 육군과 해병대의 주력 기관총으로 사용되었다. 약 4만 3479정 생산된 M1919A6은베트남전쟁까지 사용되었다.M1919 시리즈의 작동방식은 쇼트 리코일(short recoil), 사용하는탄약은 7.62x63㎜탄과 7,62x51㎜ 나토공통탄 또는 308 윈체스터탄이다. 강선은 사조우선(四條右線), 급탄은 250발 금속 탄띠를 사용한다. M1919A4의 경우 총신길이 61㎝, 발사속도는 분당 400~500발이다. 총무게는 14.5㎏, 삼각대 위에 얹으면 18.5kg으로 늘어난다."
