기사제목,기사내용
"방사청 ‘신속연구개발사업’ 도입, ‘신속획득사업’ 제도적 기반 완비","[국방신문=김한규 기자] 방위사업청은 2020년부터 추진 중인 ‘신속시범획득사업’의 범위를 연구개발까지 확장한 ‘신속연구개발사업’을 도입하여 ‘신속획득사업’을 위한 제도를 완비했다고 밝혔다.
이를 위해 사업 추진을 위한 구체적 절차와 근거규정 등을 마련하였으며, 조기 제도 안착을 위해 노력할 예정이다.
‘신속연구개발사업’은 공모를 통해 대상사업을 선정하여, 신기술이 적용된 무기체계를 최대 3년 이내의 기간 동안 신속하게 연구개발하게 된다.
대상사업은 Top-Down(각 군)과 Bottom-Up(산‧학‧연)을 병행하여 군과 민간에서 제안한 사업 중 기술 수준, 군사적 활용성 등을 고려하여 사업을 선정하고, 선정된 사업에 대한 전문성을 보유한 능력 있는 PM(Project Manager, 사업관리자)을 선발, 사업에 대한 전적인 권한을 부여하여 사업 착수부터 종료 시까지 연속적이고 면밀하게 사업을 관리하게 된다.
사업 종료 후에는 소요결정부터 전력화까지의 절차를 간소화하여 신속하게 군에서 운용할 수 있도록 할 계획이다.
<신속연구개발사업 절차>
소요결정 이전 신속한 연구개발 및 전력화 연계 절차 간소화를 통해 기존 획득 절차 대비 상당한 수준으로 획득기간이 단축될 것으로 보이며, 기술이 빠르게 변화하는 시대의 흐름에 맞게 군 소요기반(Demand driven)의 무기체계 획득에서 기술주도(Technology push)의 획득으로 전환하는 시작점이 될 것이다.
또한, 신속시범획득사업에 일부 연구개발 절차를 추가함으로써 보다 많은 4차 산업혁명 기술 보유 업체의 국방분야 참여가 가능하며, 우수한 기술은 보유하고 있으나 시제품을 보유하지 못했거나, 신기술 등을 기존 무기체계와 통합할 필요가 있는 경우 등 신속시범획득사업에 참여하기 어려운 다양한 민간업체의 참여가 가능하다.
강은호 방위사업청장은 “기존의 획일화되고 경직된 절차로는 4차 산업혁명 시대의 기술발전 속도를 따라가기 어렵다. 이러한 문제를 해결하기 위해 방위사업청에서는 신속시범획득사업을 도입하는 등 다양한 노력을 해왔다. 신속시범획득사업으로 첫발을 내디뎠고, 이번 신속연구개발사업의 도입을 통해 신속획득을 위한 제도적 기반을 완비했다. 신속획득사업의 성과를 바탕으로 향후에는 기존의 획득 절차를 대체하여 첨단 무기체계 획득의 새로운 수단으로 자리매김할 것으로 기대한다.”라고 밝혔다."
"KAI,  '회계처리기준 위반' 과징금 78억 8900만원 처분","[국방신문=유진국 기자] 한국항공우주산업(KAI)이 매출액을 과대 계상 하는 등 회계처리기준을 위반한 혐의로 과징금 처분을 받았다.
금융위원회는 지난 17일 정례회의를 열고 회계처리기준을 위반해 재무제표를 작성·공시한 KAI에 과징금 78억 8900만원을 부과하고 감사인지정 2년 등의 조치를 의결하고 이를 확정했다고 발표했다.
금융위는 전 KAI 대표이사에게도 2400만원의 과징금을 부과했다. 당시 대표이사와 담당 임원, 감사위원에 대해 해임권고 등의 조치는 대상자가 퇴사한 탓에 퇴직자 위법사실 통보로 대신했다.
또한 당시 감사를 맡은 삼일회계법인은 과징금 3억 9600만원, KAI에 대한 감사 2년 제한 등의 제재를 가했다. 소속 회계사 3인에 대해서는 1년간 상장사 감사업무를 제한하기로 했다.
금융위는 KAI가 지난 2011년부터 2017년까지 수천억원 규모의 매출과 관련 자산을 과대계상했다고 판단했다.  무형자산과 관련, 방위사업청으로부터 보상받지 못하는 개발비를 즉시 손상처리해야 함에도 사업기간 동안 나눠 상각하는 방법으로 무형자산을 과대계상했다고 지적했다.
또 특정 사업의 원가를 다른 사업의 원가로 대체하거나 임의로 납품물을 출고 처리해 공사진행률을 상향하는 방식으로 특정 사업과 관련해 매출액 등을 과대 계상했다.
예상손실을 즉시 비용으로 처리하지 않고 여러 회계기간에 나누어 비용을 인식하거나, 총예정원가를 과대 계상하는 등의 방식으로 특정 사업과 관련해 매출액과 매출원가 등을 과대 계상한 것도 드러났다.
한편, 이번 과징금 규모는 역대 두번째로 큰 금액이다. 역대 1위는 지난 2018년 고의 분식회계 위반으로 80억원의 과징금 처분을 받은 삼성바이오로직스다."
"2021년 77개 방산중소기업 컨설팅 지원, 가치 최대화","[국방신문=김한규 기자] 방위사업청은 ‘2021년 방산 중소기업 컨설팅 지원사업’에 참여할 기업을 3월 15일부터 4월 12일까지 모집한다고 15일 밝혔다.
이 사업은 기술력은 있으나 방산 전문인력이 부족한 중소기업에게 방산 전문가의 기업별 맞춤형 컨설팅을 제공하는 것으로 방위산업에 관심 있는 모든 중소기업이 신청할 수 있다.
올해 예산은 9억 원으로 작년 대비 1.5억 원 증가함에 따라 최대 77개 사를 지원한다. 선정기업은 3천만 원 한도(총 컨설팅 비용의 75%) 내에서 기술, 경영, 행정, 법률 등 4개 분야에서 컨설팅을 받을 수 있다. 특히 올해부터는 중소기업이 가장 많이 참여하는 분야인 부품 국산화개발 컨설팅에 대한 지원을 강화할 계획이다.
<방산 컨설팅 지원 분야>
지난해에는 기술분야에 45개 업체, 경영․행정분야에 19개 업체 등 총 64개 업체가 지원을 받았다. 이 중 6개社가 군 및 체계기업과 16건의 납품계약을 체결하였으며, 16개社는 국방품질경영시스템을 구축하였다.
<2020년 분야별 컨설팅 지원현황>
특히 2016년에 처음으로 컨설팅 지원을 받은 세주엔지니어링(주)은 대표와 사원 1명으로 시작한 작은 중소기업이었으나 4년 간 컨설팅 지원사업의 혜택을 받아 올해 18백만 불(약 198억 원) 40mm 고속유탄 전자식 신관을 수출하는 성과를 이루었다.
강은호 방위사업청장은 “방산 전문가의 컨설팅을 통하여 기술력을 갖춘 중소기업이 스스로 문제 해결 능력을 키우고 한 단계 더 도약함으로써 기업의 가치를 최대화할 수 있도록 적극적으로 지원하겠다.” 고 밝히며 “방위산업에 첫 발을 내딛거나 방산 분야 매출을 더욱 성장시키고자 하는 우수 중소기업이 많이 참여하길 바란다” 고 강조했다.
이번 '방산 중소기업 컨설팅 지원사업' 대상 기업 모집공고는 3월 15일부터 방위사업청(www.dapa.go.kr)과 한국방위산업진흥회(www.kdia.or.kr) 누리집에서 확인할 수 있다. 지원기업은 4월 12일까지 신청을 받아 5월 중 최종 선정할 예정이다."
"KAI, 이스라엘 방산업체 엘빗과 차세대 무인기사업 MOU","[국방신문=유진국 기자] 한국항공우주산업(KAI)은 이스라엘 국방기업 엘빗(ELBIT)과 차세대 무인기 사업 협력을 위한 업무협약을 맺었다고 14일 밝혔다.
엘빗은 항공, 우주, 무인기 등 첨단분야 기술력을 보유한 이스라엘 대표 방산업체다.
두 회사는 이번 협약을 통해 국내외 무인기 시장을 대상으로 차세대 무인체계 기술개발 및 마케팅 활동을 공동으로 추진하게 된다.
무인체계 기술은 지상통제센터를 통한 비행제어와 자동 비행을 할 수 있어 군용기뿐만 아니라 미래형 이동체 연구에도 폭넓은 활용이 가능하다.
최근 드론 택시, 플라잉카와 같은 신개념 항공 교통수단이 부상함에 따라 대표적인 차세대 혁신 기술로 주목받는 분야다.
KAI는 전투기, 헬기를 비롯해 국내 최초로 군단급 무인기 송골매를 전력화했고, 차세대 군단급 무인기 체계개발에도 참여해 무인기는 물론 에어 모빌리티와 관련한 자체 역량을 보유 중이다.
KAI 관계자는 “폭발적인 성장이 기대되는 무인기 분야에서 국내외 파트너와 협력을 확대해 민수와 군수 시장을 동시에 개척할 것”이라고 밝혔다."
"현대중공업, 한국형 경항공모함 개념설계 공유 설명회","[국방신문=유진국 기자] 현대중공업은 11일 울산 본사 인재개발원에서 국방과학연구소 방위산업기술지원센터, 한국기계연구원 등 관련 연구기관이 참가한 가운데 경항공모함(CVX) 개발을 위한 설명회를 개최했다.
현대중공업은 우리나라 최초 한국형 경항공모함에 필요한 6개 핵심기술 과제 개발을 위해 2019년 10월부터 지난해 12월까지 수행한 개념설계 결과를 소개했다.
이날 현대중공업과 관련 기관은 향후 항모 개발 시 적용 방안과 주요 개발사항 등을 협의했다. 또 함정 개발과 핵심기술 개발 간 연동·통합 방안에 대해서도 논의했다.
한국형 경항공모함은 3만t급으로, 현재 해군이 운용하고 있는 독도함, 마라도함 등 기존 대형 수송함과 달리 전투기의 수직 이·착륙을 비롯해 상륙 기동과 공격헬기 탑재가 가능하도록 개발된다.
또 전투기 출격 지원 기술, 항공 무장 이송 체계 등 신기술이 적용된 통합 전투체계를 갖춰 다양한 임무를 수행할 수 있다.
현대중공업 관계자는 “연구기관과 긴밀히 협력해 한국형 경항공모함 사업이 성공적으로 수행될 수 있도록 최선을 다하겠다”고 말했다."
,
"한국산 우선구매 추진, 세계 방산시장 진출 확대","[국방신문=김한규 기사] 군수품 획득시 해외 구매보다 국내 개발을 우선하도록 하는 한국산 우선구매 제도(BKD: Buy Korea Defense)가 도입된다.
방위사업청은 11일 오후 과천 청사에서 제1회 방위산업발전실무협의회(이하 실무협의회)를 열고 한국산 우선구매 제도 도입을 비롯한 방위산업 지원 방안을 협의한다.
실무협의회는 지난 2월 5일 방위산업발전법 시행에 따라 ▲방위산업 육성 ▲국방 기술협력 활성화 ▲방산수출 지원 등에 대한 범정부 차원의 종합적이고 체계적인 지원을 위해 관계기관이 협의하고 조정하기 위해 구성된 협의체이다.
협의회의 위원장은 방위사업청장이 맡고 기획재정부, 과학기술정보통신부, 국방부 등의 관련부서 국장급 공무원이 위원으로 참석하게 된다.
이번 실무협의회에서는 ▲한국산 우선구매 제도(BKD : Buy Korea Defense) 도입 방안 ▲핵심 방산수출 프로젝트 민수분야 패키지 마련에 대한 방안에 대해 협의하고 ▲국방과학기술혁신 촉진법 하위법령 제정 추진 현황 ▲소형 회전익무인기 감항인증기준 및 가이드라인 마련에 대하여 논의한다.
첫 번째, ‘한국산 우선구매 제도(BKD) 방안’은 국내 연구개발과 국외구매 비교를 통해 획득 방법을 판단할 때 국내 개발을 우선하여 추진할 수 있도록 하는 방안이다.
먼저 사업 추진방법을 결정할 때 획득비용 및 수명주기비용을 고려하고, 국내 산업‧경제적 파급효과 등을 반영하여 국외구매보다 국내 연구개발을 우선 검토한다.
국외구매로 결정될 수밖에 없는 사업의 경우에는 국내업체가 반드시 참여해 국외 업체와 컨소시엄, MRO(Maintenance Repair Overhaul : 유지, 보수, 정비의 약자) 등을 하도록 관련 규정을 개정할 계획이다.
이 제도가 도입되면 무기체계 국내 연구개발 가능성이 높아지고, 특히 우수 국내 중소벤처기업의 글로벌 공급망 진출 기회가 확대되어 국내 방위산업 성장과 일자리 창출이 기대된다. 더 나아가 축적된 기술력 및 내수시장을 바탕으로 세계시장 진출 기회도 확대될 것으로 기대된다.
두 번째, ‘핵심 방산수출 프로젝트 민수분야 패키지 마련’ 방안은 핵심 방산수출 프로젝트 선정기준 및 절차를 마련하고, 선정된 프로젝트에 대해 ‘방산+민수’통합 정부 지원 패키지를 구성하는 절차를 마련한다.
핵심 방산수출 프로젝트는 수출 가능성이 있는 다수 방산프로젝트 중 사업규모, 실현 가능성, 수출 기대효과 등을 고려하여, 정량적‧정성적 평가를 통해 선정할 계획이다.
선정된 프로젝트에 대해 전문적인 연구 및 정부부처, 금융기관 및 외부 전문가와의 협력을 통해 ‘방산+민수’통합 지원 패키지안 마련하여 수출기업의 협상력과 수주 가능성을 높이고자 한다.
세 번째, ‘국방과학기술혁신 촉진법 하위법령 제정 추진 현황’ 안건은 국방과학기술혁신 촉진법은 창의적·도전적 국방 연구개발 환경을 조성하기 위해 2020년 3월 31일 제정되었으며, 국방과학기술혁신 촉진법 하위법령은 법제처 심사 및 국무회의 의결을 거쳐 2021년 4월 1일 제정‧발령 예정이다.
하위법령인 시행령·시행규칙 제정안에는 국방연구개발사업 협약 적용 확대, 연구개발 실패에 대한 부담 완화, 지식재산권 공동 소유 등의 내용을 구체적으로 담고 있다.
네 번째, ‘소형 회전익 무인기 감항인증기준 및 가이드라인 마련’안건은 감항인증기준이란 군용 항공기 개발 또는 개조 시 비행안전 확보를 위해 기본적으로 준수하여야 할 설계 기준으로, 소형 회전익 무인기의 경우 400여 개의 항목으로 구성된 감항인증기준은 전문적이고 복잡하여 적용 시 많은 어려움이 예상된다.
이에 무인기 개발업체가 감항인증기준을 쉽게 적용하여 개발할 수 있도록 무인기 형태, 중량, 운용목적(임무장비) 등 특성을 고려한 세부 감항인증기준 가이드라인을 제시할 필요성이 대두되었다.
이번 가이드라인이 개발되면 민간 중소기업에서도 사업 특성에 맞는 맞춤형 감항인증 준비가 가능할 것으로 보이며, 이후 모바일 앱 또는 웹페이지를 개발하여 접근성을 향상할 계획이다.
이번 실무협의회를 통해 논의된 의제는 국방부장관과 산업통상자원부장관이 공동위원장인 방위산업발전협의회에 상정되어 더욱 심도 깊게 논의될 예정이다."
"KAI, 미래형 전장훈련체계 시장 진출 시동","[국방신문=유진국 기자] 한국항공우주산업(KAI)이 차세대 훈련체계 기술로 주목받는 ‘합성전장훈련체계(LVC)’ 시장에 올해 본격적으로 진출한다.
LVC는 실기동 모의훈련(Live), 모의 가상훈련(Virtual), 워게임(War game) 모의훈련이 상호 연동된 최첨단 훈련체계다.
가상현실(VR)·증강현실(AR) 등 4차산업 기술을 접목해 높은 몰입감을 제공하고 훈련 효과가 높은 LVC는 저비용으로 대규모 연합훈련이 가능한 미래형 훈련체계다.
글로벌 방산시장에서 잠재력이 큰 분야로 꼽힌다. 우리 군에서도 스마트 국방혁신의 일환으로 LVC 관련 사업을 준비 중이다.
국방부는 2020년 국방백서를 통해 각 훈련체계를 통합하는 합성훈련환경 구축을 추진할 계획이다. 육군·해군·공군도 워게임 모의훈련의 일종인 모의 시나리오 개발사업을 추진할 방침이다.
KAI는 훈련체계 사업의 전통적 강자로서, 기존 항공기와 시뮬레이터 개발역량에 워게임 모의훈련 기술을 접목해 LVC 사업의 선두주자로서 우위를 확보한다는 목표다.
KAI는 국내외 16개 기지에 50세트 이상의 훈련체계를 납품한 바 있고, 2016년부터 자체 연구개발(R&D) 및 위탁연구용역사업을 통해 항공기-시뮬레이터-모의 전투 시나리오 간의 연동방안을 개발해왔다.
지난 1월에는 국내개발 중인 소형무장헬기 LAH에 마일즈(MILES) 장비를 통합해 실제 발사 없이 레이저를 활용한 가상 모의 교전훈련을 수행하는 데 성공함으로써 LVC 체계통합 가능성을 입증하기도 했다. 마일즈 장비는 다중 통합 레이저 시스템을 말한다.
KAI 관계자는 “향후 각 군을 위한 맞춤형 LVC 개발을 통해 보다 효율적이고 강한 군을 만드는 데 기여할 계획”라며 “국방 훈련체계의 대표업체로서 LVC 분야도 선점해 나가겠다”고 밝혔다.
한편, KAI는 지난 3일 워게임 모의훈련 기술을 보유한 8개 업체와 업무협약을 체결해 이달 중 공군의 워게임 모델 사업인 창공모델 성능개량 체계개발 사업에 참여할 계획이다."
"방사청, 군 시범운용제도 확대 통해 중소기업  방산 수출지원","[국방신문=김한규 기자] 방위사업청은 현재 시행 중인 ‘수출용 무기체계 군 시범운용 제도(이하 군 시범운용)’의 범위를 무기체계뿐만 아니라 무기체계의 전투력 발휘를 지원하는 장비, 부품, 물자 등의 전력지원체계까지 확대한다고 10일 밝혔다.
군 시범운용은 기업이 수출을 목적으로 개발한 무기체계를 우리 군에서 일정 기간 동안 시범적으로 운용한 후 운용실적을 제공하는 방산수출 지원제도로, 성능시험 지원, 운용자 의견 제공, 무상대여를 통한 군 운용실적 확보 지원으로 구분된다.
무기체계를 해외에 수출할 경우, 수입국은 수입하고자 하는 무기체계 성능의 신뢰도를 확인하기 위해 수출국 군에서 운용한 실적이 있는지 여부를 중요한 요소로 판단하고 있다. 이러한 이유로 다수의 방산업체가 수출 목적으로 자체 개발한 무기체계를 우리 군에서 시범적으로 운용하는 방안을 지속적으로 건의하였다.
이에 국방부와 방위사업청은 각 군 및 관계기관과의 협의를 통해 2019년 11월에 군 시범운용 제도를 도입하였고, 2020년 4월부터 신청을 접수하여 현재 6륜 구동 장갑차, 4륜 구동 장갑차, 총기류 등이 우리 군에서 시범적으로 운용되고 있다.
최근, 자체 개발한 제품의 성능시험에 어려움을 겪고 있던 우리 중소기업이 군 시범운용을 통해 성능시험 지원을 받은 후 1500만 불 규모의 수출계약을 체결한 것은 군 시범운용 제도가 실제 수출까지 이어진 첫 사례이다.
방위사업청은 관련 법령 개정을 통해 무기체계뿐만 아니라 무기체계의 전투력 발휘를 지원하는 장비, 부품, 물자 등의 전력지원체계까지 시범운용 범위를 확대할 예정이며, 개정된 법령은 행정절차를 거쳐 3월 말에 발령할 예정이다.
이에, 4월부터는 확대된 범위로 군 시범운용 신청을 접수할 예정이며, 최근 군 시범운용을 통해 중소기업이 방산수출에 성공한 사례가 있는 만큼 향후 더 많은 기업이 군 시범운용에 참여할 것으로 기대된다.
이에 앞서 방위사업청은 참여 중소기업이 성능시험을 위해 국방과학연구소 시험장 사용이 필요한 경우, 중소기업에 한하여 시험장 사용료를 일부 감면함으로써 참여 중소기업의 경제적 부담을 줄여주도록 제도 개선을 하였다.
김생 국제협력관은 “군 시범운용 제도의 범위 확대를 통해 우수한 제품과 기술력을 보유한 우리 기업이 방산수출 경쟁력을 강화하고, 시장개척을 확대할 수 있도록 적극 지원할 계획“이라고 밝혔다.
"
"방위사업청, 방산업체 초청 현안 논의 ‘소통강화’","[국방신문=김한규 기자] 방위사업청이 방산업체를 대상으로 찾아가거나 초청하여 방위산업 발전을 논의하는 노력을 부단히 하고 있다.
방위사업청은 방산업체의 즉각적인 애로사항 해소와 다각적 소통 강화를 위해 방산업체를 방위사업청으로 초청하여 현안을 논의하는 DAPA-LO(다파로)를 실시하고 있다고 밝혔다.
2018년부터 방위사업청은 개별 방산업체를 직접 방문하는 다파고(DAPA-GO)를 지속 추진하고 있었다. 기존에는 한 개 또는 두 개의 업체씩 방문하였으나, 강 청장이 부임하고 난 후로는 특정지역의 다수 유관업체들과 소통하는 방식도 도입해서 진행하고 있다.
강은호 청장은  다파고를 통해 현장의 목소리를 들을 수 있으나, 제한된 인원만 방문할 수밖에 없는 현 상황에서는 현안에 대한 즉각적이고 다각적인 해결방안을 제시하는 것에 대한 어려움이 존재한다는 것을 체감하였다.
이에, 강은호 청장은 방위산업의 특수성을 고려할 때, 방위산업의 보안성도 매우 중요하지만 이를 감안한 가운데, 개별 업체의 애로사항을 정부의 입체적인 시각으로 접근하여 논의하기로 했다.
또, 매회 한 개의 업체를 청에 초청하여, 업체의 전문성과 보안을 유지한 가운데 업체의 목소리를 듣고 집중 관리해 주는 다파로(DAPA-LO)를 올해부터 새롭게 실시하고 있다.
기술력은 있으나 자본, 기획력, 마케팅 능력이 없는 중‧소규모의 방산기업의 싹을 틔워주거나, 토대가 잡힌 업체가 수출과 같은 새로운 분야에서 꽃을 피워주기 위해 방위사업청의 주요 간부들이 인큐베이터가 되어 업체 현안에 대해 다각적 해결방안을 모색한다.
즉각 조치가 가능한 사항은 DAPA-LO 현장에서 답변을 제공하며, 중‧장기적 조치가 필요한 사항은 업체에 지속적으로 피드백하여 관리한다.
또한, 국내 부품개발 확대, 중소벤처기업 발전 지원방안 등 다수의 기업이 공통적으로 어려움을 호소하는 사항들은 주제별로 관련 업체를 초청하여 근본적 대안을 검토한다.
강은호 방위사업청장은 “고민이 있다면 DAPA-LO(DAPA로, 방위사업청으로) 와서 정부의 방산 전문가들과 함께 실효성 있는 해결방안을 논의해보자”라며 “청에 근무하는 직원들에게도 개방적인 자세가 확대되어 업체 관계자들이 체감하는 벽이 허물어지는 계기가 되었으면 좋겠다”라고 말했다.
DAPA-LO를 신청하고 싶은 업체는 방위사업청(www.dapa.go.kr) 누리집 메인화면에서 바로 신청이 가능하다."
방위사업청장의 방산업체와 획기적‧입체적 소통 행보,"[국방신문=김한규 기자] 방위사업청은 방위산업의 발전을 가속화 하기 위한 급선무로 소통을 꼽고 있다. 방위산업체는 그 어떤 기업보다 보안성이 보장되어야 한다는 특수성이 늘 따라 다닌다. 이같은 특수성을 감안하여 방사청은 소통을 위한 획기적이고 입체적인 행보를 재촉하고 있다.
방위사업청은 3월 4일 방위사업청장 초청 방산 간담회에서 코로나19 등으로 어려운 상황에 직면한 방산업체의 애로사항을 해소하기 위해, 다양한 방식으로 직접 방산업체 관계자들을 만나 소통하면서 ‘방위사업청 완전 개방’을 추진하겠다고 밝혔다.
청장 부임 이후 2월까지 방산업체 CEO 간담회를 8회 실시하여 37개의 업체를 만났으며, 다파고(DAPA-GO:방위사업청이 특정업체를 방문하여 의견청취)로 3개 업체, 다파로(DAPA-LO:업체가 방위사업청에 와서 업체의 의견을 전달)를 통해 6개 업체, 지역 현장방문 간담회에서 16개 업체 등 50여 개 이상의 기업 대표와 입체적인 소통을 하고 있다.
방산업체 CEO 간담회는 행사를 마친 후에 ‘방산업체 제안사항 검토결과 설명회’를 개최해, 간담회에서 제시된 의견에 따른 제도개선 방안에 대해 방위사업청이 직접 업체에게 설명하는 자리를 가질 계획이고, 검토결과 중 자주 질의가 나오는 내용들은 FAQ(Frequently Asked Question)형식으로 정리하여 방위사업청 홈페이지에 게시할 예정이다.
또, ‘DAPA-LO’는 올해부터 새롭게 시행을 하고, 이를 통해 제시된 업체의 의견을 반영하여 무기체계 국외도입 시 국외 제작사와 국내 기업이 컨소시엄을 구성하는 새로운 수출방식 도입을 추진하고, 부품귝산화 확대를 위한 제도개선도 추진할 계획이다.
‘DAPA-GO’는 특정 지역의 다수 유관업체들과 소통하는 방식을 도입해서 진행하고, 향후에는 지역(구미, 대전 등)방산기업과 만남을 가질 예정이다.
강은호 방위사업청장은 “이번 CEO 간담회의 건의 내용을 바탕으로 기업의 경영상 어려움을 지원할 실효성 있는 대책을 추가로 강구하겠다”며, “코로나 19 등 위기를 기회로 삼아 국내 방위산업의 경쟁력을 제고하고 일자리가 창출될 수 있도록 기업들과 함께 고민하겠다”고 말했다."
"방사청, ‘무기체계 제안서 평가제도’ 개선 시행","[국방신문=김한규 기자] 방위사업청은 방위력 개선사업을 성공적으로 추진할 경쟁력 있는 업체를 더욱 투명하고 공정하게 선정하기 위해 ‘무기체계 제안서 평가제도’를 개선하여 3월 1일부터 시행했다고 밝혔다.
이를 위해 지난해 11월부터 차장 주관 ‘제안서 평가제도 개선 TF’ 를 운영하여 개선사항을 발굴하고, 관련기관 및 한국방위산업진흥회(방산업체) 등의 의견수렴을 거쳐 올해 2월 8일에 지침 개정(안)을 확정했다.
이번 제도개선의 기본방향은 (1)평가요소의 변별력 강화, (2)업체의 제안서 작성 지원, (3)평가과정·결과의 공정성 제고를 위한 제도적 장치를 강화하는 데 두었다.
제도개선의 기본방향에 따른 주요 개정내용은 다음과 같다.
첫째, 평가요소의 변별력 강화를 위해 기술력 중심으로 평가항목과 배점을 전면 재작성하면서 아울러 업체의 실제 사업 추진 능력과 사업 추진계획이 혼재되어 있던 평가항목을 명확히 분리하여 재구성함으로써 평가과정에서의 객관성이 더욱 제고될 수 있도록 정비했다.
둘째, 업체의 제안서 작성 지원을 위해 평가유형에 맞게 업체가 제안서를 효율적으로 작성할 수 있도록 평가항목별 평가유형(정량·정성)을 지침에 구체적으로 명시하고, 사업설명회 시 해당 사업팀장이 직접 평가내용을 설명함과 동시에 업체와 질의응답 시간을 갖도록 하여 제안서 평가 관련 업체의 이해와 소통이 강화되도록 했다.
셋째, 평가과정·결과의 공정성 제고를 위해 평가기간 중 의사결정기구인 평가협의회의 외부위원 수와 협의 사안을 확대하고, 평가결과 검증 시에는 해당 사업본부 소속 위원은 원천적으로 배제토록 했다.
이외 국가안보와 밀접한 방위산업기술 보호의 중요성 강조를 위해 방위산업기술 보호 관련 가·감점 평가를 새롭게 도입하고, 제안업체의 부담 완화를 위해 그동안 많게는 3000페이지에 달했던 제안서 작성분량을 600페이지로 한정했다.
전년도 방위산업기술보호 통합 실태조사결과 우수업체에는 가점을 부여하고, 방위산업기술 유출 및 침해사고에 따른 ‘방위산업기술보호법’ 위반 업체에 대해서는 감점을 부여토록 했다.
또한 제안서 내용에 대한 증빙자료의 경우에는 ‘현장확인반’이 자료 분량에 따라 2일 이상 충분한 기간(기존은 1일)을 두고 사실 여부 등을 확인토록 함으로써, 타 업체의 부정 또는 허위 제안서 내용으로 인해 상대 업체가 선의의 피해를 입지 않도록 했다.
방위사업청에서는 이번 제도개선으로 달라지는 내용을 다양한 방법으로 홍보·안내하고, 방산업체가 모르거나 또는 잘못 알게 되어 향후 제안서 작성 및 평가 시 불이익을 받는 일이 없도록 설명회 등도 병행할 예정이다.
금번 제안서 평가제도 개선은 무기체계 연구개발에 관한 사항이 중심이 되고 있어, 방위사업청은 향후 국외구매사업에 대한 제안서 평가제도도 개선할 것을 밝혔다.
강은호 방위사업청장은 “이번 제안서 평가제도 개선을 통해 무기체계 개발 업체 선정에 대한 제도를 더욱 선진화하고, 한층 더 공정성을 강화할 수 있게 되었다” 며 ”앞으로 방위력 개선사업에 공정한 경쟁 문화가 유지될 수 있도록 노력하겠다”라고 밝혔다."
중소․벤처 기업 개조개발비 465억원 지원,"[국방신문=김한규 기자] 방위사업청은 방위산업의 국제경쟁력 강화를 위한 ‘무기체계 개조개발지원사업’의 2021년도 신규 지원과제를 2월 26일부터 모집하고 있다고 밝혔다.
‘무기체계 개조개발 지원사업’은 수출 가능성이 있는 무기체계의 개조개발을 지원해 업체의 연구개발 투자를 활성화하고 역량을 강화시키기 위한 사업이다.
무기체계 개조개발 지원사업은 지원과제에 대하여 총사업비의 75%까지 3년간 최대 100억 원을 지원한다. 지원과제 선정 시 ▲ 중소‧벤처기업에 우선순위를 부여하고, ▲ 대기업‧중견기업 지원과제에는 중소‧벤처기업과 컨소시엄을 구성했을 때 참여 비율에 따라 점수를 차등화하는 방식을 적용하여 중소․벤처기업에 대한 우대 혜택을 부여하고 있다.
2014년부터 현재까지 총 68개 과제를 선정하여 지원 중이며 이중 중소‧벤처기업 과제가 70%를 차지하고 있으며, 예산도 지속적으로 증액(2014년 21억원 → 2021년 465억원)하여 더 많은 중소‧벤처기업 과제에 대한 개조개발 비용 지원이 가능하다.
강은호 방위사업청장은 “무기체계 개조개발 지원사업을 통하여 방위산업을 수출형 산업구조로 전환하는 것이 목표이다.”라고 밝히며, “지속적으로 예산을 증액하고 과제 지원 금액을 확대하여 우수 국방 중소․벤처 기업의 수출촉진 및 일자리 창출을 위해 더욱 노력해나갈 것이다”라고 밝혔다.
이번 무기체계 개조개발 지원사업 신규 지원과제 공고는 2월 26일부터 방위사업청(www.dapa.go.kr)과 국방기술품질원(www.dtaq.re.kr) 누리집에서 확인할 수 있다. 신규 지원과제는 4월 23일까지 신청을 받아 7월 중 최종 선정할 예정이다."
